Id_vente;Id_bien;Date mutation;Valeur fonciere;Id_codedep_codecommune
7983;7983;30/05/2020;189000;35281
7984;7984;15/05/2020;116000;35238
7985;7985;19/05/2020;131500;35238
7986;7986;13/05/2020;163000;35238
7987;7987;22/05/2020;70050;35066
7988;7988;15/05/2020;232300;35238
7989;7989;22/05/2020;75350;35066
7990;7990;14/05/2020;179000;35238
7991;7991;29/05/2020;190000;35001
7992;7992;04/06/2020;246000;35238
7993;7993;02/06/2020;153500;35238
7994;7994;02/06/2020;220000;35281
7995;7995;03/06/2020;213097;35238
7996;7996;28/05/2020;63000;35238
7997;7997;15/05/2020;146000;35238
7998;7998;02/06/2020;108000;35238
7999;7999;27/05/2020;298000;35238
8000;8000;29/05/2020;115000;35238
8001;8001;28/05/2020;143700;35352
8002;8002;28/05/2020;187000;35238
8003;8003;20/05/2020;229500;35066
8004;8004;04/06/2020;368500;35238
8005;8005;12/06/2020;209006;35238
8006;8006;22/05/2020;96000;35238
8007;8007;25/05/2020;275000;35238
8008;8008;27/05/2020;626000;35238
8009;8009;15/06/2020;195000;35055
8010;8010;29/05/2020;199000;35238
8011;8011;22/05/2020;155500;35238
8012;8012;12/06/2020;214310;35238
8013;8013;22/06/2020;134000;35238
8014;8014;25/05/2020;129700;35238
8015;8015;01/06/2020;83258;35238
8016;8016;26/05/2020;165000;35238
8017;8017;16/06/2020;277000;35238
8018;8018;27/05/2020;290000;35238
8019;8019;02/06/2020;138900;35238
8020;8020;17/06/2020;97400;35238
8021;8021;04/06/2020;450000;35238
8022;8022;05/06/2020;240000;35238
8023;8023;23/06/2020;130000;35238
8024;8024;11/06/2020;87000;35238
8025;8025;15/05/2020;173000;35238
8026;8026;12/06/2020;120000;35238
8027;8027;13/05/2020;203000;35353
8028;8028;12/06/2020;140000;35238
8029;8029;19/06/2020;90000;35238
8030;8030;19/06/2020;85000;35238
8031;8031;22/06/2020;254587.8;35238
8032;8032;22/06/2020;172000;35238
8033;8033;25/06/2020;167000;35238
8034;8034;25/06/2020;348200;35238
8035;8035;15/01/2020;98000;35173
8036;8036;22/01/2020;113000;35076
8037;8037;15/01/2020;66500;35135
8038;8038;27/01/2020;146800;35076
8039;8039;03/02/2020;85500;35251
8040;8040;28/01/2020;40000;35037
8041;8041;23/01/2020;108500;35196
8042;8042;10/02/2020;175000;35184
8043;8043;31/01/2020;99800;35152
8044;8044;10/02/2020;68000;35069
8045;8045;03/02/2020;120000;35240
8046;8046;24/02/2020;270000;35040
8047;8047;20/02/2020;102000;35204
8048;8048;25/02/2020;100000;35023
8049;8049;21/02/2020;99000;35136
8050;8050;14/02/2020;85000;35240
8051;8051;14/02/2020;139272.2;35196
8052;8052;20/02/2020;104000;35152
8053;8053;17/03/2020;163000;35334
8054;8054;03/03/2020;87000;35251
8055;8055;07/05/2020;103000;35297
8056;8056;06/05/2020;60000;35188
8057;8057;19/05/2020;182000;35240
8058;8058;29/05/2020;163000;35131
8059;8059;22/05/2020;35000;35130
8060;8060;20/05/2020;130000;35177
8061;8061;16/06/2020;146000;35188
8062;8062;05/06/2020;133000;35136
8063;8063;12/06/2020;61000;35037
8064;8064;28/05/2020;148000;35177
8065;8065;18/06/2020;125000;35136
8066;8066;19/06/2020;85000;35136
8067;8067;18/06/2020;160000;35040
8068;8068;19/06/2020;111000;35023
8069;8069;19/06/2020;210000;35334
8070;8070;14/05/2020;110000;35240
8071;8071;30/06/2020;131320;35250
8072;8072;23/06/2020;132000;35326
8073;8073;29/06/2020;120000;35195
8074;8074;29/06/2020;105000;35188
8075;8075;30/06/2020;77200;35188
8076;8076;28/05/2020;83000;35196
8077;8077;25/06/2020;155000;35136
8078;8078;05/06/2020;132000;35196
8079;8079;04/06/2020;100000;35196
8080;8080;05/06/2020;92423.43;35196
8081;8081;31/01/2020;76000;35123
8082;8082;31/01/2020;87000;35236
8084;8084;13/02/2020;86000;35236
8085;8085;31/01/2020;29000;35057
8086;8086;04/02/2020;97000;35126
8087;8087;22/01/2020;103000;35236
8088;8088;11/02/2020;62990;35236
8089;8089;28/02/2020;50000;35231
8090;8090;06/03/2020;87990;35236
8091;8091;13/02/2020;113990;35033
8092;8092;10/03/2020;83999;35236
8093;8093;09/03/2020;80000;35012
8094;8094;01/04/2020;151000;35236
8095;8095;13/05/2020;47990;35236
8096;8096;19/05/2020;165000;35126
8097;8097;19/06/2020;170500;35012
8098;8098;17/06/2020;26000;35236
8099;8099;22/06/2020;115000;35126
8100;8100;10/01/2020;142500;35288
8101;8101;09/01/2020;175200;35093
8102;8102;14/01/2020;235000;35288
8103;8103;13/01/2020;123000;35288
8104;8104;20/01/2020;235700;35288
8105;8105;09/01/2020;97500;35226
8106;8106;15/01/2020;79200;35288
8107;8107;20/01/2020;837200;35287
8108;8108;16/01/2020;376000;35288
8110;8110;31/01/2020;200381;35049
8111;8111;24/01/2020;184410;35288
8112;8112;15/01/2020;162000;35228
8113;8113;17/01/2020;127900;35093
8114;8114;20/01/2020;77700;35288
8115;8115;29/01/2020;141000;35093
8116;8116;29/01/2020;350000;35287
8117;8117;03/02/2020;87000;35228
8118;8118;11/02/2020;102000;35288
8119;8119;31/01/2020;105000;35288
8120;8120;24/01/2020;137000;35288
8121;8121;30/01/2020;24000;35288
8122;8122;30/01/2020;35000;35288
8123;8123;30/01/2020;40000;35288
8124;8124;30/01/2020;23000;35288
8125;8125;04/02/2020;231100;35288
8126;8126;07/02/2020;183850;35288
8127;8127;07/02/2020;43750;35288
8128;8128;03/02/2020;148000;35288
8129;8129;11/02/2020;151960;35288
8130;8130;21/02/2020;192000;35288
8131;8131;14/02/2020;181270;35288
8132;8132;05/02/2020;55860;35095
8133;8133;14/02/2020;750000;35049
8134;8134;13/02/2020;146000;35228
8135;8135;20/02/2020;110000;35256
8136;8136;20/02/2020;223645;35288
8137;8137;14/02/2020;428200;35288
8138;8138;20/02/2020;66880;35288
8139;8139;28/02/2020;129500;35093
8141;8141;19/02/2020;129452;35287
8142;8142;27/02/2020;225000;35093
8143;8143;25/02/2020;85000;35179
8144;8144;13/03/2020;139000;35288
8145;8145;12/03/2020;87000;35287
8146;8146;02/03/2020;252500;35093
8147;8147;06/03/2020;152000;35095
8148;8148;09/03/2020;101700;35095
8149;8149;12/03/2020;126500;35093
8150;8150;10/03/2020;116704;35288
8151;8151;06/03/2020;125000;35122
8152;8152;06/03/2020;180000;35093
8153;8153;24/02/2020;86000;35228
8154;8154;20/03/2020;269370;35288
8155;8155;16/03/2020;115520;35241
8156;8156;03/04/2020;183861.52;35288
8159;8159;10/03/2020;301000;35093
8160;8160;30/03/2020;59579;35362
8161;8161;10/04/2020;44537;35247
8162;8162;07/04/2020;138000;35288
8164;8164;17/04/2020;142000;35288
8165;8165;24/04/2020;73000;35288
8166;8166;30/04/2020;180050;35256
8167;8167;22/04/2020;84000;35228
8168;8168;10/04/2020;137488;35288
8169;8169;16/04/2020;75500;35288
8170;8170;21/04/2020;374690;35093
8171;8171;30/04/2020;170000;35288
8172;8172;24/04/2020;156000;35093
8173;8173;21/04/2020;130000;35228
8174;8174;10/02/2020;679000;35288
8175;8175;04/05/2020;160000;35049
8176;8176;07/05/2020;78000;35179
8177;8177;11/05/2020;166800;35299
8178;8178;14/05/2020;130000;35288
8179;8179;15/05/2020;251000;35288
8180;8180;20/05/2020;161000;35288
8181;8181;30/04/2020;220000;35288
8182;8182;25/05/2020;210000;35093
8183;8183;19/05/2020;177000;35179
8184;8184;15/05/2020;117950;35093
8185;8185;22/05/2020;51000;35093
8186;8186;02/06/2020;601000;35093
8187;8187;11/05/2020;132000;35288
8188;8188;20/05/2020;121700;35265
8189;8189;07/05/2020;200000;35288
8190;8190;05/06/2020;108490;35288
8191;8191;13/05/2020;162500;35288
8192;8192;14/05/2020;228000;35288
8193;8193;25/05/2020;149400;35288
8194;8194;26/05/2020;65000;35288
8195;8195;22/05/2020;193090;35288
8196;8196;27/05/2020;89498;35095
8197;8197;28/05/2020;134200;35288
8198;8198;27/05/2020;545205;35288
8199;8199;22/05/2020;174000;35093
8200;8200;11/06/2020;107000;35095
8201;8201;03/06/2020;75000;35288
8202;8202;19/05/2020;90000;35122
8203;8203;18/05/2020;140000;35049
8204;8204;09/06/2020;119712;35284
8205;8205;20/05/2020;382000;35049
8206;8206;18/06/2020;24500;35288
8207;8207;15/06/2020;173000;35049
8208;8208;03/06/2020;145000;35288
8209;8209;19/06/2020;141231;35288
8210;8210;08/06/2020;140000;35288
8211;8211;15/06/2020;168000;35093
8212;8212;03/06/2020;140500;35095
8213;8213;05/06/2020;85000;35095
8214;8214;18/06/2020;380000;35093
8215;8215;12/06/2020;109060;35288
8216;8216;29/05/2020;52000;35093
8217;8217;26/05/2020;85000;35288
8218;8218;18/06/2020;262000;35288
8219;8219;03/06/2020;66000;35288
8220;8220;18/06/2020;180000;35288
8221;8221;30/06/2020;163000;35288
8222;8222;12/06/2020;165800;35288
8223;8223;12/06/2020;205000;35093
8224;8224;25/05/2020;51750;35095
8225;8225;13/06/2020;124000;35288
8226;8226;26/06/2020;225000;35288
8227;8227;24/06/2020;125000;35095
8228;8228;19/05/2020;88000;35288
8229;8229;25/06/2020;188000;35288
8230;8230;26/06/2020;165500;35093
8231;8231;22/06/2020;165000;35288
8232;8232;24/06/2020;150000;35049
8233;8233;18/06/2020;196223;35093
8235;8235;25/06/2020;70000;35288
8237;8237;24/06/2020;268386;35247
8238;8238;29/06/2020;125820;35288
8239;8239;22/01/2020;90000;35096
8240;8240;31/01/2020;14000;35125
8241;8241;21/01/2020;70000;35360
8242;8242;24/01/2020;59000;35125
8243;8243;13/02/2020;30500;35360
8244;8244;12/03/2020;62500;35360
8245;8245;28/04/2020;92000;35360
8246;8246;05/05/2020;194800;35360
8247;8247;07/05/2020;125000;35360
8248;8248;15/05/2020;15000;35360
8249;8249;25/05/2020;75000;35360
8250;8250;07/05/2020;125000;35068
8251;8251;29/05/2020;122500;35360
8252;8252;28/05/2020;92000;35068
8253;8253;29/05/2020;98000;35239
8254;8254;09/06/2020;79600;35360
8255;8255;04/06/2020;205000;35360
8256;8256;11/06/2020;120000;35360
8258;8258;20/06/2020;100000;35360
8259;8259;17/06/2020;151000;35360
8260;8260;12/06/2020;137000;35068
8261;8261;29/06/2020;42000;35347
8262;8262;15/02/2020;34000;36044
8263;8263;05/03/2020;62500;36046
8264;8264;10/03/2020;35000;36044
8265;8265;19/03/2020;48000;36046
8266;8266;20/06/2020;38000;36044
8267;8267;18/06/2020;61000;36044
8268;8268;08/01/2020;79000;37122
8269;8269;07/01/2020;128420;37261
8270;8270;10/01/2020;213000;37261
8271;8271;03/01/2020;110500;37261
8272;8272;09/01/2020;121000;37195
8273;8273;13/01/2020;61500;37261
8274;8274;17/01/2020;82500;37261
8275;8275;10/01/2020;139000;37261
8276;8276;06/01/2020;122450;37261
8277;8277;09/01/2020;156500;37261
8278;8278;02/01/2020;205000;37156
8279;8279;02/01/2020;94000;37261
8280;8280;24/01/2020;140000;37195
8281;8281;03/01/2020;98200;37261
8282;8282;24/01/2020;65766;37122
8283;8283;28/01/2020;195000;37195
8284;8284;28/01/2020;62000;37233
8285;8285;17/01/2020;114200;37261
8286;8286;17/01/2020;134000;37208
8287;8287;17/01/2020;155350;37261
8288;8288;15/01/2020;62000;37261
8289;8289;20/01/2020;67000;37261
8290;8290;17/01/2020;92000;37208
8291;8291;10/01/2020;71100;37261
8292;8292;21/01/2020;150900;37261
8293;8293;10/01/2020;204000;37109
8294;8294;31/01/2020;196000;37156
8295;8295;30/01/2020;177500;37122
8296;8296;29/01/2020;144000;37195
8297;8297;04/02/2020;214500;37261
8298;8298;23/01/2020;68300;37261
8299;8299;05/02/2020;225800;37122
8300;8300;31/01/2020;106500;37261
8301;8301;28/01/2020;82353;37261
8302;8302;05/02/2020;95000;37122
8303;8303;17/01/2020;73200;37214
8304;8304;17/01/2020;151200;37261
8305;8305;17/02/2020;38000;37261
8306;8306;17/02/2020;73500;37122
8307;8307;17/02/2020;234900;37261
8308;8308;11/02/2020;152000;37261
8309;8309;17/02/2020;114600;37122
8310;8310;04/02/2020;90500;37172
8311;8311;13/02/2020;104000;37261
8312;8312;20/02/2020;157200;37261
8313;8313;13/02/2020;217300;37261
8314;8314;20/02/2020;129500;37261
8315;8315;14/02/2020;72500;37122
8316;8316;07/02/2020;121250;37261
8317;8317;02/03/2020;86000;37233
8318;8318;24/02/2020;97000;37203
8319;8319;27/02/2020;210000;37195
8320;8320;20/02/2020;104000;37195
8321;8321;21/02/2020;112000;37261
8322;8322;04/03/2020;74000;37261
8323;8323;04/03/2020;54000;37122
8324;8324;28/02/2020;149000;37261
8325;8325;05/03/2020;117900;37261
8326;8326;06/03/2020;174000;37261
8327;8327;30/04/2020;110000;37195
8328;8328;28/04/2020;134000;37195
8329;8329;30/04/2020;172800;37261
8330;8330;05/05/2020;106000;37261
8331;8331;16/04/2020;64600;37261
8332;8332;11/05/2020;75500;37261
8333;8333;06/05/2020;141000;37261
8334;8334;24/04/2020;68500;37261
8335;8335;18/05/2020;69000;37122
8336;8336;13/05/2020;72750;37261
8337;8337;15/05/2020;197700;37261
8338;8338;15/05/2020;272000;37261
8339;8339;15/05/2020;88500;37261
8340;8340;18/05/2020;385000;37261
8341;8341;22/05/2020;188000;37122
8342;8342;14/05/2020;167400;37122
8343;8343;12/05/2020;120074.53;37233
8344;8344;19/05/2020;116500;37261
8345;8345;27/05/2020;230000;37122
8346;8346;19/05/2020;123000;37261
8347;8347;22/05/2020;130500;37261
8348;8348;17/04/2020;63000;37261
8349;8349;12/05/2020;119500;37261
8350;8350;27/05/2020;80500;37261
8351;8351;06/05/2020;122000;37122
8352;8352;27/05/2020;90000;37122
8353;8353;15/05/2020;51000;37233
8354;8354;18/05/2020;201000;37195
8356;8356;22/05/2020;44750;37261
8357;8357;29/05/2020;170000;37214
8358;8358;28/05/2020;82600;37122
8359;8359;27/05/2020;181000;37261
8360;8360;28/05/2020;434000;37261
8361;8361;28/05/2020;209000;37214
8362;8362;25/05/2020;139500;37261
8363;8363;19/05/2020;51955.86;37261
8364;8364;20/05/2020;81000;37261
8365;8365;29/05/2020;125000;37195
8366;8366;29/05/2020;98500;37261
8367;8367;15/05/2020;98000;37261
8368;8368;26/05/2020;75000;37261
8369;8369;25/05/2020;57650;37261
8370;8370;27/05/2020;54000;37261
8371;8371;05/06/2020;124000;37261
8372;8372;08/06/2020;75113;37261
8374;8374;29/05/2020;45000;37233
8375;8375;20/05/2020;44000;37156
8376;8376;29/05/2020;170000;37151
8377;8377;04/06/2020;82000;37261
8378;8378;04/06/2020;182000;37261
8379;8379;02/06/2020;60000;37261
8380;8380;02/06/2020;192550;37261
8381;8381;25/05/2020;154500;37261
8382;8382;05/06/2020;110000;37214
8383;8383;08/06/2020;117000;37261
8384;8384;09/06/2020;150000;37261
8385;8385;08/06/2020;42000;37122
8386;8386;12/06/2020;41000;37261
8387;8387;11/06/2020;124000;37195
8388;8388;05/06/2020;140000;37261
8389;8389;12/06/2020;181500;37261
8390;8390;29/05/2020;130000;37261
8391;8391;25/06/2020;84000;37261
8392;8392;04/06/2020;105000;37261
8393;8393;24/06/2020;420000;37214
8394;8394;19/06/2020;85000;37261
8395;8395;29/05/2020;87500;37261
8396;8396;02/06/2020;158000;37261
8397;8397;29/06/2020;73850;37122
8398;8398;22/06/2020;56000;37122
8399;8399;16/06/2020;81000;37233
8400;8400;26/06/2020;56000;37214
8401;8401;12/06/2020;56000;37261
8402;8402;19/06/2020;64000;37261
8403;8403;20/01/2020;76000;37018
8404;8404;23/01/2020;113200;37050
8405;8405;15/02/2020;114940;37050
8406;8406;24/04/2020;100000;37003
8407;8407;15/05/2020;72500;37050
8408;8408;27/05/2020;83000;37018
8409;8409;29/05/2020;129290;37018
8410;8410;29/05/2020;54800;37050
8411;8411;19/05/2020;103000;37050
8412;8412;05/06/2020;85000;37050
8413;8413;07/04/2020;28000;37196
8414;8414;03/06/2020;52500;37031
8415;8415;08/06/2020;54000;37031
8416;8416;03/02/2020;63000;37132
8417;8417;06/02/2020;82500;37132
8418;8418;19/02/2020;70000;37132
8419;8419;07/02/2020;115000;37132
8420;8420;13/03/2020;47000;37115
8421;8421;12/03/2020;109000;37132
8422;8422;03/06/2020;43000;37115
8423;8423;09/06/2020;74000;37132
8424;8424;03/01/2020;332000;38185
8425;8425;06/01/2020;172950;38185
8426;8426;07/01/2020;80750;38185
8427;8427;06/01/2020;204000;38421
8428;8428;06/01/2020;153300;38185
8429;8429;06/01/2020;78000;38421
8430;8430;10/01/2020;125000;38179
8431;8431;16/01/2020;144100;38185
8432;8432;02/01/2020;149500;38185
8433;8433;07/01/2020;196400;38185
8434;8434;09/01/2020;149150;38185
8435;8435;06/01/2020;99750;38185
8436;8436;08/01/2020;120930;38421
8437;8437;16/01/2020;247000;38185
8438;8438;16/01/2020;105050;38185
8439;8439;15/01/2020;160000;38516
8440;8440;13/01/2020;360250;38179
8441;8441;17/01/2020;202550;38185
8442;8442;07/01/2020;602500;38229
8443;8443;07/01/2020;192000;38249
8444;8444;20/01/2020;158035;38185
8445;8445;21/01/2020;434410;38185
8446;8446;24/01/2020;65800;38185
8447;8447;22/01/2020;101600;38185
8448;8448;20/01/2020;530000;38185
8449;8449;10/01/2020;160490;38185
8450;8450;17/01/2020;93500;38185
8451;8451;23/01/2020;53040;38185
8452;8452;21/01/2020;152000;38151
8453;8453;07/01/2020;283050;38249
8454;8454;15/01/2020;178000;38185
8455;8455;24/01/2020;108000;38151
8456;8456;08/01/2020;273600;38421
8457;8457;08/01/2020;278400;38185
8458;8458;17/01/2020;153000;38185
8459;8459;14/01/2020;219000;38185
8460;8460;28/01/2020;148300;38229
8461;8461;10/01/2020;270000;38229
8462;8462;30/01/2020;95800;38185
8463;8463;24/01/2020;282000;38185
8464;8464;31/01/2020;68000;38185
8465;8465;10/01/2020;114600;38185
8466;8466;28/01/2020;169500;38185
8467;8467;31/01/2020;215500;38151
8468;8468;21/01/2020;123500;38185
8469;8469;05/02/2020;69710;38185
8470;8470;23/01/2020;169000;38151
8471;8471;04/02/2020;112000;38185
8472;8472;31/01/2020;113645;38421
8473;8473;31/01/2020;52300;38185
8474;8474;27/01/2020;61000;38185
8475;8475;30/01/2020;302390;38185
8476;8476;07/02/2020;142000;38151
8477;8477;27/01/2020;128000;38185
8478;8478;07/02/2020;161500;38185
8479;8479;29/01/2020;194000;38185
8480;8480;12/02/2020;123800;38185
8481;8481;14/02/2020;258000;38185
8482;8482;31/01/2020;127000;38185
8483;8483;17/02/2020;293650;38185
8484;8484;04/02/2020;122550;38185
8485;8485;10/02/2020;203100;38421
8486;8486;24/01/2020;169400;38185
8487;8487;24/01/2020;159400;38185
8488;8488;07/02/2020;430200;38185
8489;8489;22/02/2020;85310;38185
8490;8490;28/01/2020;91500;38185
8491;8491;10/02/2020;154900;38421
8492;8492;24/01/2020;257000;38431
8493;8493;18/02/2020;209340;38151
8494;8494;17/02/2020;60370;38185
8495;8495;10/02/2020;155000;38151
8496;8496;17/02/2020;94970;38185
8497;8497;31/01/2020;125200;38185
8498;8498;10/02/2020;125000;38229
8499;8499;10/02/2020;68600;38185
8500;8500;25/02/2020;62700;38185
8501;8501;24/02/2020;190090;38185
8502;8502;21/02/2020;154800;38185
8503;8503;26/02/2020;127500;38185
8504;8504;21/02/2020;62900;38151
8505;8505;27/02/2020;100000;38421
8506;8506;20/02/2020;161400;38185
8507;8507;26/02/2020;113280;38421
8508;8508;13/02/2020;162000;38151
8509;8509;14/02/2020;145000;38151
8510;8510;20/02/2020;174000;38185
8511;8511;27/02/2020;192950;38229
8512;8512;18/02/2020;50000;38151
8513;8513;04/03/2020;386000;38185
8514;8514;05/03/2020;160500;38185
8515;8515;25/02/2020;94000;38229
8516;8516;21/02/2020;456000;38045
8517;8517;18/02/2020;188000;38421
8518;8518;11/02/2020;178200;38185
8519;8519;14/02/2020;264000;38397
8520;8520;17/02/2020;222800;38185
8521;8521;12/02/2020;255000;38516
8522;8522;27/02/2020;189000;38185
8523;8523;28/02/2020;129750;38185
8524;8524;14/02/2020;80000;38151
8525;8525;03/03/2020;256500;38185
8526;8526;28/02/2020;205900;38185
8527;8527;02/03/2020;100500;38151
8528;8528;04/03/2020;69500;38179
8529;8529;10/03/2020;149000;38158
8530;8530;17/02/2020;129800;38185
8531;8531;21/02/2020;116650;38185
8532;8532;27/02/2020;226800;38421
8533;8533;27/02/2020;132500;38421
8534;8534;27/02/2020;156700;38229
8535;8535;24/02/2020;160000;38229
8536;8536;14/02/2020;150100;38185
8537;8537;02/03/2020;279000;38179
8538;8538;27/02/2020;179000;38421
8539;8539;13/03/2020;290100;38185
8540;8540;25/02/2020;164549;38185
8541;8541;04/03/2020;361900;38185
8542;8542;24/02/2020;144000;38185
8543;8543;28/02/2020;325000;38229
8544;8544;27/02/2020;175000;38185
8545;8545;02/03/2020;120400;38421
8546;8546;27/02/2020;74000;38185
8547;8547;27/02/2020;144700;38151
8548;8548;17/03/2020;97350;38151
8549;8549;12/03/2020;231566;38179
8550;8550;10/03/2020;175750;38185
8551;8551;09/03/2020;309000;38229
8552;8552;13/03/2020;305000;38185
8553;8553;27/02/2020;91560;38229
8554;8554;09/03/2020;111550;38185
8555;8555;12/03/2020;265000;38151
8556;8556;11/03/2020;104500;38185
8557;8557;09/03/2020;263500;38185
8559;8559;13/03/2020;167000;38185
8560;8560;02/03/2020;39590;38185
8561;8561;16/03/2020;251790;38229
8562;8562;13/03/2020;153400;38185
8563;8563;16/03/2020;283800;38158
8564;8564;16/03/2020;126475;38151
8565;8565;19/03/2020;136560;38185
8566;8566;17/03/2020;250820;38185
8567;8567;25/03/2020;95000;38185
8568;8568;13/03/2020;59100;38185
8569;8569;04/03/2020;173000;38421
8570;8570;19/03/2020;292700;38249
8571;8571;19/03/2020;290000;38185
8572;8572;07/04/2020;65500;38185
8573;8573;21/04/2020;314000;38185
8574;8574;10/04/2020;200000;38179
8575;8575;21/04/2020;134000;38158
8576;8576;10/04/2020;137000;38185
8577;8577;24/04/2020;240500;38158
8578;8578;03/04/2020;107500;38185
8579;8579;20/04/2020;123400;38151
8580;8580;23/03/2020;280000;38309
8581;8581;24/04/2020;95000;38151
8582;8582;14/04/2020;232760;38158
8583;8583;30/04/2020;256500;38158
8584;8584;24/04/2020;95000;38421
8585;8585;17/04/2020;156900;38421
8586;8586;30/04/2020;255000;38185
8587;8587;07/05/2020;339200;38185
8588;8588;11/05/2020;122000;38421
8589;8589;12/05/2020;52000;38421
8590;8590;12/05/2020;79000;38151
8591;8591;20/04/2020;202500;38185
8592;8592;06/05/2020;247500;38185
8593;8593;13/05/2020;410000;38185
8594;8594;18/05/2020;457900;38229
8595;8595;30/04/2020;260800;38229
8596;8596;05/05/2020;285000;38151
8597;8597;15/05/2020;108000;38185
8598;8598;14/05/2020;197675;38158
8599;8599;24/04/2020;44400;38185
8600;8600;11/05/2020;145000;38421
8601;8601;12/05/2020;147000;38421
8602;8602;29/04/2020;77620;38185
8603;8603;11/05/2020;42000;38151
8604;8604;26/05/2020;138000;38185
8605;8605;18/05/2020;267750;38185
8606;8606;19/05/2020;124500;38421
8607;8607;26/05/2020;264600;38185
8608;8608;13/05/2020;124700;38151
8609;8609;18/05/2020;152600;38185
8610;8610;19/05/2020;229000;38185
8611;8611;13/05/2020;183500;38185
8612;8612;11/05/2020;350000;38185
8613;8613;14/05/2020;74100;38185
8614;8614;13/05/2020;129000;38421
8615;8615;06/05/2020;236945;38397
8616;8616;25/05/2020;167250;38185
8617;8617;22/04/2020;65000;38185
8618;8618;26/05/2020;162300;38421
8619;8619;15/05/2020;122000;38185
8620;8620;20/05/2020;101000;38185
8621;8621;18/05/2020;37700;38151
8622;8622;18/05/2020;74500;38185
8623;8623;19/05/2020;159350;38185
8624;8624;20/05/2020;126200;38185
8625;8625;25/05/2020;245800;38185
8626;8626;28/05/2020;88000;38179
8627;8627;28/05/2020;170400;38185
8628;8628;18/05/2020;160510;38421
8629;8629;15/05/2020;619800;38185
8630;8630;20/05/2020;207000;38229
8631;8631;29/05/2020;367000;38431
8632;8632;26/05/2020;175000;38158
8633;8633;28/05/2020;141500;38185
8634;8634;15/05/2020;174650;38229
8635;8635;29/05/2020;149000;38151
8636;8636;29/05/2020;85500;38151
8637;8637;02/06/2020;371000;38229
8638;8638;28/05/2020;50800;38185
8639;8639;15/05/2020;185500;38185
8640;8640;15/05/2020;147000;38151
8641;8641;26/05/2020;103000;38185
8642;8642;28/05/2020;33500;38185
8643;8643;27/05/2020;148000;38185
8644;8644;02/06/2020;163000;38185
8645;8645;04/06/2020;61000;38151
8646;8646;01/06/2020;36000;38185
8647;8647;10/06/2020;293000;38185
8648;8648;09/06/2020;503500;38185
8649;8649;29/05/2020;190750;38151
8650;8650;11/06/2020;142300;38185
8651;8651;05/06/2020;56000;38185
8652;8652;17/06/2020;326570;38309
8653;8653;05/06/2020;105000;38421
8654;8654;17/06/2020;91000;38185
8655;8655;11/06/2020;61500;38185
8656;8656;10/06/2020;313700;38185
8657;8657;28/05/2020;125000;38421
8658;8658;23/06/2020;115000;38126
8659;8659;08/06/2020;93190;38185
8660;8660;04/06/2020;167200;38421
8661;8661;15/06/2020;181360;38421
8662;8662;23/06/2020;186000;38185
8663;8663;01/06/2020;138300;38151
8664;8664;25/06/2020;76741;38185
8665;8665;16/06/2020;457326;38185
8666;8666;26/06/2020;165000;38229
8667;8667;03/06/2020;155000;38185
8668;8668;25/05/2020;182500;38185
8669;8669;30/06/2020;114000;38185
8670;8670;29/06/2020;315000;38185
8671;8671;23/06/2020;60175;38421
8672;8672;08/06/2020;80913;38185
8673;8673;29/06/2020;732100;38185
8674;8674;23/06/2020;109500;38185
8675;8675;17/06/2020;114200;38185
8676;8676;23/06/2020;114200;38516
8677;8677;30/06/2020;257000;38151
8678;8678;22/06/2020;217090;38185
8679;8679;30/06/2020;150300;38421
8680;8680;26/06/2020;55500;38151
8681;8681;15/06/2020;143500;38229
8682;8682;15/06/2020;166000;38185
8683;8683;12/06/2020;235000;38185
8684;8684;12/06/2020;243000;38185
8685;8685;16/06/2020;186900;38185
8686;8686;26/06/2020;42500;38151
8687;8687;25/06/2020;207305;38151
8688;8688;03/06/2020;334000;38185
8689;8689;29/06/2020;76406.3;38185
8690;8690;30/06/2020;205000;38229
8691;8691;20/01/2020;219466;38503
8692;8692;10/01/2020;106400;38563
8693;8693;22/01/2020;262700;38150
8694;8694;14/01/2020;55500;38185
8695;8695;27/01/2020;110000;38175
8696;8696;27/01/2020;158500;38185
8697;8697;27/01/2020;247520;38563
8698;8698;31/01/2020;204104;38314
8699;8699;30/01/2020;73500;38562
8700;8700;30/01/2020;228530;38382
8701;8701;27/01/2020;54200;38185
8702;8702;09/01/2020;362000;38185
8703;8703;23/01/2020;102300;38185
8704;8704;03/02/2020;114100;38314
8705;8705;31/01/2020;133000;38562
8706;8706;31/01/2020;330000;38563
8707;8707;29/01/2020;215000;38563
8708;8708;14/01/2020;171000;38185
8709;8709;23/01/2020;77000;38185
8710;8710;17/01/2020;200700;38185
8711;8711;05/02/2020;93000;38185
8712;8712;07/02/2020;105000;38185
8713;8713;06/02/2020;160000;38170
8714;8714;07/02/2020;135900;38382
8715;8715;05/02/2020;226300;38185
8717;8717;24/02/2020;336000;38423
8718;8718;28/02/2020;146000;38501
8719;8719;28/02/2020;28095;38006
8720;8720;12/02/2020;99800;38185
8721;8721;21/02/2020;237000;38562
8722;8722;11/02/2020;371000;38006
8723;8723;18/02/2020;65500;38563
8725;8725;11/03/2020;76000;38185
8726;8726;17/03/2020;217500;38547
8727;8727;16/03/2020;24000;38163
8728;8728;28/02/2020;257000;38175
8729;8729;06/03/2020;300000;38422
8730;8730;13/03/2020;272000;38422
