Id_vente;Id_bien;Date mutation;Valeur fonciere;Id_codedep_codecommune
18252;18252;16/06/2020;155000;78158
18253;18253;11/06/2020;300000;78686
18254;18254;30/06/2020;390400;78143
18255;18255;25/06/2020;213000;78621
18256;18256;26/06/2020;311000;78545
18257;18257;29/06/2020;288950;78158
18258;18258;16/06/2020;585320;78646
18259;18259;26/06/2020;222255;78545
18260;18260;25/06/2020;105000;78621
18261;18261;29/06/2020;261391;78423
18262;18262;15/06/2020;215000;78646
18263;18263;19/06/2020;238400;78297
18264;18264;15/06/2020;460000;78423
18265;18265;22/06/2020;126000;78545
18266;18266;23/06/2020;612000;78646
18267;18267;19/06/2020;290000;78640
18268;18268;22/06/2020;217000;78646
18269;18269;08/06/2020;250000;78646
18270;18270;05/06/2020;417720;78423
18271;18271;30/06/2020;154600;78621
18272;18272;26/06/2020;706500;78646
18273;18273;24/06/2020;257300;78158
18274;18274;26/06/2020;1004000;78646
18275;18275;23/06/2020;625000;78423
18276;18276;30/06/2020;147000;78073
18277;18277;16/06/2020;518010;78646
18278;18278;26/06/2020;661600;78322
18279;18279;22/06/2020;236000;78646
18280;18280;19/06/2020;333000;78297
18281;18281;30/06/2020;340000;78646
18282;18282;05/06/2020;541650;78545
18283;18283;03/01/2020;212231;78372
18284;18284;09/01/2020;240000;78650
18285;18285;06/01/2020;181500;78372
18286;18286;13/01/2020;211000;78490
18287;18287;10/01/2020;133890;78165
18288;18288;03/01/2020;196100;78372
18289;18289;08/01/2020;101885;78490
18290;18290;10/01/2020;160000;78358
18291;18291;06/01/2020;168500;78358
18292;18292;06/01/2020;102820;78586
18293;18293;15/01/2020;154500;78165
18294;18294;02/01/2020;472950;78350
18295;18295;02/01/2020;135700;78586
18296;18296;13/01/2020;405000;78358
18297;18297;15/01/2020;260000;78372
18298;18298;07/01/2020;145000;78190
18299;18299;09/01/2020;79000;78124
18300;18300;10/01/2020;129520;78311
18301;18301;14/01/2020;181050;78224
18302;18302;10/01/2020;275000;78372
18303;18303;13/01/2020;177000;78372
18304;18304;15/01/2020;205000;78586
18305;18305;06/01/2020;370050;78146
18306;18306;06/01/2020;582000;78358
18307;18307;17/01/2020;230700;78674
18308;18308;06/01/2020;128000;78165
18309;18309;10/01/2020;189700;78146
18310;18310;16/01/2020;328590;78502
18311;18311;22/01/2020;148000;78165
18312;18312;09/01/2020;291000;78311
18313;18313;16/01/2020;312500;78146
18314;18314;10/01/2020;210000;78358
18315;18315;10/01/2020;161700;78490
18316;18316;16/01/2020;264000;78358
18317;18317;23/01/2020;456700;78372
18318;18318;17/01/2020;106000;78586
18319;18319;13/01/2020;265500;78586
18320;18320;14/01/2020;93810;78124
18321;18321;10/01/2020;298000;78418
18322;18322;17/01/2020;185000;78586
18323;18323;14/01/2020;766600;78124
18324;18324;16/01/2020;330000;78358
18325;18325;09/01/2020;358800;78396
18326;18326;08/01/2020;254000;78092
18327;18327;20/01/2020;275590;78124
18328;18328;21/01/2020;141500;78502
18329;18329;23/01/2020;207000;78586
18330;18330;20/01/2020;136155;78311
18331;18331;20/01/2020;360000;78126
18332;18332;17/01/2020;144000;78490
18333;18333;17/01/2020;490000;78650
18334;18334;20/01/2020;320000;78124
18335;18335;27/01/2020;344000;78311
18336;18336;29/01/2020;131550;78490
18337;18337;04/02/2020;115000;78490
18338;18338;24/01/2020;65000;78146
18339;18339;29/01/2020;192200;78146
18340;18340;24/01/2020;192000;78146
18341;18341;10/01/2020;191260;78586
18342;18342;27/01/2020;139300;78418
18343;18343;24/01/2020;275400;78650
18344;18344;27/01/2020;205000;78350
18345;18345;31/01/2020;267200;78502
18346;18346;06/02/2020;163300;78490
18347;18347;24/01/2020;210300;78092
18348;18348;22/01/2020;115000;78455
18349;18349;07/02/2020;166500;78490
18350;18350;10/02/2020;147400;78490
18351;18351;04/02/2020;209000;78358
18352;18352;03/02/2020;274250;78358
18353;18353;04/02/2020;448000;78358
18355;18355;31/01/2020;118600;78586
18356;18356;22/01/2020;380000;78418
18357;18357;17/01/2020;386000;78372
18358;18358;31/01/2020;249200;78372
18359;18359;11/02/2020;217500;78586
18360;18360;05/02/2020;243350;78490
18361;18361;31/01/2020;189500;78358
18362;18362;10/02/2020;196750;78126
18363;18363;28/01/2020;195000;78165
18364;18364;12/02/2020;143000;78586
18365;18365;23/01/2020;536650;78126
18366;18366;11/02/2020;179500;78490
18367;18367;05/02/2020;123500;78358
18368;18368;07/02/2020;138000;78146
18369;18369;06/02/2020;1150000;78650
18370;18370;10/02/2020;176500;78396
18371;18371;14/02/2020;262800;78126
18372;18372;04/02/2020;410970;78146
18373;18373;14/02/2020;372000;78586
18374;18374;14/02/2020;267000;78358
18375;18375;13/02/2020;259850;78372
18376;18376;06/02/2020;147380;78490
18377;18377;06/02/2020;172900;78490
18378;18378;30/01/2020;178900;78124
18379;18379;29/01/2020;143000;78165
18380;18380;24/01/2020;165776;78165
18381;18381;07/02/2020;241380;78674
18382;18382;03/02/2020;240050;78124
18383;18383;28/01/2020;248000;78586
18384;18384;18/02/2020;75000;78586
18385;18385;13/02/2020;523280;78358
18386;18386;19/02/2020;268150;78586
18387;18387;28/01/2020;275000;78311
18388;18388;11/02/2020;113000;78650
18389;18389;31/01/2020;190760;78502
18390;18390;19/02/2020;247130;78358
18391;18391;26/02/2020;256100;78358
18392;18392;21/02/2020;331500;78146
18393;18393;19/02/2020;148500;78190
18394;18394;06/02/2020;468000;78146
18395;18395;10/02/2020;247500;78650
18396;18396;25/02/2020;533300;78190
18397;18397;13/02/2020;177608;78490
18398;18398;21/02/2020;285400;78490
18399;18399;26/02/2020;230200;78586
18400;18400;19/02/2020;396966;78224
18401;18401;13/02/2020;210860;78146
18402;18402;12/02/2020;460590;78224
18403;18403;24/02/2020;201000;78586
18404;18404;28/02/2020;2121150;78650
18405;18405;21/02/2020;204000;78418
18406;18406;24/02/2020;245000;78190
18407;18407;28/02/2020;118509;78490
18408;18408;20/02/2020;316750;78650
18409;18409;11/02/2020;147500;78165
18410;18410;14/02/2020;292000;78350
18411;18411;29/02/2020;180000;78418
18412;18412;28/02/2020;226120;78146
18413;18413;12/02/2020;406600;78372
18414;18414;26/02/2020;135000;78490
18415;18415;28/02/2020;209350;78311
18416;18416;12/02/2020;790000;78571
18418;18418;02/03/2020;140000;78311
18419;18419;28/02/2020;458400;78146
18420;18420;20/02/2020;160000;78092
18421;18421;03/03/2020;213500;78372
18422;18422;28/02/2020;134000;78490
18423;18423;28/02/2020;313500;78146
18424;18424;28/02/2020;243491;78092
18425;18425;03/03/2020;159200;78165
18426;18426;26/02/2020;344000;78490
18427;18427;09/03/2020;126000;78586
18428;18428;06/03/2020;177000;78490
18429;18429;25/02/2020;110000;78418
18430;18430;26/02/2020;370476;78146
18432;18432;28/02/2020;170050;78165
18433;18433;06/03/2020;460875;78358
18434;18434;26/02/2020;235900;78126
18436;18436;02/03/2020;199000;78586
18437;18437;21/02/2020;58797;78650
18438;18438;21/02/2020;248300;78124
18439;18439;28/02/2020;440000;78586
18440;18440;09/03/2020;350800;78490
18441;18441;11/03/2020;68000;78586
18442;18442;26/02/2020;75000;78146
18443;18443;03/03/2020;282000;78124
18444;18444;26/02/2020;175000;78126
18445;18445;26/02/2020;252900;78092
18446;18446;27/02/2020;319000;78674
18447;18447;04/03/2020;201500;78586
18448;18448;06/03/2020;306700;78126
18449;18449;12/03/2020;317900;78372
18450;18450;12/03/2020;147400;78372
18451;18451;11/03/2020;233900;78126
18452;18452;03/03/2020;212000;78126
18453;18453;10/03/2020;170000;78650
18454;18454;10/03/2020;204000;78358
18455;18455;10/03/2020;194000;78674
18456;18456;02/03/2020;219050;78092
18457;18457;02/03/2020;373800;78372
18458;18458;26/02/2020;342000;78358
18459;18459;28/02/2020;331075;78124
18460;18460;06/03/2020;350500;78650
18461;18461;10/03/2020;115000;78650
18462;18462;17/03/2020;223500;78126
18463;18463;24/02/2020;139000;78165
18464;18464;11/03/2020;185000;78502
18465;18465;02/03/2020;139050;78490
18466;18466;09/03/2020;285000;78502
18468;18468;13/03/2020;132000;78358
18469;18469;25/03/2020;144000;78165
18471;18471;30/03/2020;145000;78490
18472;18472;06/03/2020;320500;78586
18473;18473;06/03/2020;236600;78586
18474;18474;16/03/2020;235200;78146
18475;18475;13/03/2020;625000;78146
18476;18476;05/03/2020;188000;78126
18477;18477;16/03/2020;348720;78586
18478;18478;17/03/2020;320000;78650
18479;18479;10/03/2020;2000000;78311
18481;18481;06/03/2020;238150;78490
18482;18482;03/03/2020;870000;78455
18483;18483;17/03/2020;154000;78586
18484;18484;13/03/2020;292000;78126
18485;18485;13/03/2020;200000;78092
18486;18486;17/03/2020;127500;78490
18488;18488;12/03/2020;505000;78190
18489;18489;13/03/2020;184500;78586
18490;18490;25/03/2020;690500;78455
18491;18491;17/03/2020;290500;78502
18492;18492;13/03/2020;347500;78586
18493;18493;04/03/2020;195000;78418
18495;18495;19/03/2020;298000;78146
18496;18496;06/03/2020;371000;78190
18497;18497;26/03/2020;354050;78350
18498;18498;09/03/2020;845400;78190
18499;18499;01/04/2020;265000;78126
18500;18500;07/04/2020;172040;78372
18501;18501;18/03/2020;155750;78586
18502;18502;30/03/2020;548850;78146
18503;18503;27/03/2020;348050;78152
18504;18504;15/04/2020;233700;78126
18505;18505;16/04/2020;330000;78146
18506;18506;24/03/2020;1000000;78146
18507;18507;11/02/2020;270000;78350
18508;18508;20/04/2020;175000;78418
18509;18509;10/04/2020;230862;78190
18510;18510;28/04/2020;173500;78358
18511;18511;30/04/2020;258000;78350
18512;18512;29/04/2020;212210;78502
18513;18513;30/04/2020;237735;78418
18514;18514;24/04/2020;84500;78124
18515;18515;05/05/2020;233500;78418
18516;18516;05/05/2020;330000;78490
18517;18517;28/04/2020;100000;78490
18518;18518;30/04/2020;300000;78586
18519;18519;05/05/2020;196000;78146
18520;18520;07/05/2020;385800;78350
18521;18521;17/03/2020;140000;78124
18522;18522;27/04/2020;169000;78372
18523;18523;21/04/2020;136100;78490
18524;18524;30/04/2020;268000;78650
18525;18525;07/05/2020;239000;78126
18526;18526;30/04/2020;215500;78650
18527;18527;04/05/2020;303000;78490
18528;18528;13/05/2020;334000;78586
18529;18529;05/05/2020;239000;78358
18530;18530;15/04/2020;201500;78418
18531;18531;24/04/2020;273200;78146
18532;18532;14/05/2020;585200;78418
18533;18533;12/05/2020;149000;78586
18534;18534;12/05/2020;400000;78358
18535;18535;14/05/2020;120000;78586
18536;18536;18/05/2020;700000;78455
18538;18538;15/05/2020;290370;78502
18539;18539;12/05/2020;700000;78358
18540;18540;20/05/2020;432350;78372
18541;18541;18/05/2020;157000;78586
18542;18542;18/05/2020;147560;78350
18543;18543;18/05/2020;179000;78490
18544;18544;18/05/2020;137857;78490
18545;18545;11/05/2020;75000;78350
18546;18546;15/05/2020;370000;78650
18547;18547;04/05/2020;120000;78502
18548;18548;14/05/2020;617000;78650
18549;18549;19/05/2020;132000;78311
18550;18550;18/05/2020;266350;78311
18551;18551;13/05/2020;904730;78126
18552;18552;27/05/2020;292000;78043
18553;18553;27/05/2020;178000;78490
18554;18554;14/05/2020;375490;78350
18555;18555;19/05/2020;315000;78586
18556;18556;22/05/2020;240000;78146
18557;18557;18/05/2020;749028;78224
18558;18558;18/05/2020;290000;78126
18559;18559;19/05/2020;332250;78146
18560;18560;28/05/2020;110000;78165
18561;18561;18/05/2020;238000;78126
18562;18562;25/05/2020;337000;78586
18563;18563;25/05/2020;171000;78586
18564;18564;28/05/2020;221450;78092
18565;18565;20/05/2020;208000;78396
18566;18566;22/05/2020;470000;78350
18567;18567;22/05/2020;170000;78372
18568;18568;25/05/2020;229450;78372
18569;18569;12/05/2020;126000;78311
18570;18570;22/05/2020;380000;78372
18571;18571;02/06/2020;120000;78092
18572;18572;29/05/2020;334000;78372
18573;18573;29/05/2020;397310;78372
18574;18574;03/06/2020;731000;78126
18575;18575;02/06/2020;338300;78146
18576;18576;20/05/2020;277500;78092
18577;18577;29/05/2020;229000;78674
18578;18578;29/05/2020;261200;78224
18579;18579;05/06/2020;157000;78165
18580;18580;18/05/2020;540750;78233
18581;18581;03/06/2020;450000;78358
18582;18582;05/06/2020;274350;78490
18583;18583;28/05/2020;285000;78650
18584;18584;28/05/2020;196500;78650
18585;18585;19/05/2020;315000;78126
18586;18586;02/06/2020;377600;78650
18587;18587;29/05/2020;167000;78586
18588;18588;20/05/2020;88000;78146
18589;18589;09/06/2020;152000;78165
18590;18590;01/06/2020;283950;78372
18591;18591;28/05/2020;272000;78586
18592;18592;19/05/2020;147000;78490
18593;18593;18/05/2020;320000;78358
18594;18594;22/05/2020;155000;78350
18595;18595;02/06/2020;235900;78372
18596;18596;20/05/2020;180000;78092
18597;18597;02/06/2020;252000;78372
18598;18598;12/05/2020;158500;78586
18599;18599;18/05/2020;297759;78586
18600;18600;19/05/2020;206000;78311
18601;18601;25/05/2020;159000;78490
18602;18602;27/05/2020;175000;78165
18603;18603;05/06/2020;282536;78146
18604;18604;02/06/2020;192000;78311
18605;18605;12/06/2020;187900;78455
18606;18606;28/05/2020;59000;78372
18607;18607;03/06/2020;135000;78586
18608;18608;29/05/2020;109257;78043
18609;18609;20/05/2020;352380;78358
18610;18610;29/05/2020;360000;78650
18611;18611;05/06/2020;172000;78502
18612;18612;04/06/2020;233000;78586
18613;18613;20/05/2020;232000;78311
18614;18614;11/06/2020;317760;78358
18615;18615;04/06/2020;308350;78650
18616;18616;15/06/2020;174000;78490
18618;18618;27/05/2020;200000;78358
18619;18619;02/06/2020;100000;78311
18620;18620;29/05/2020;181000;78146
18621;18621;19/05/2020;350000;78146
18623;18623;08/06/2020;312000;78502
18624;18624;18/05/2020;133600;78490
18625;18625;11/06/2020;139780;78586
18626;18626;27/05/2020;464050;78092
18627;18627;09/06/2020;125000;78358
18628;18628;09/06/2020;190500;78586
18629;18629;10/06/2020;166500;78586
18630;18630;10/06/2020;200400;78586
18631;18631;10/06/2020;646050;78043
18632;18632;25/05/2020;170000;78586
18633;18633;19/06/2020;382500;78650
18634;18634;19/06/2020;427100;78571
18635;18635;17/06/2020;207750;78418
18636;18636;25/05/2020;108000;78311
18637;18637;19/06/2020;231900;78490
18638;18638;10/06/2020;246500;78586
18639;18639;02/06/2020;433160;78571
18640;18640;09/06/2020;220000;78358
18641;18641;28/05/2020;200000;78146
18642;18642;29/05/2020;145550;78586
18643;18643;03/06/2020;220950;78190
18644;18644;29/05/2020;416700;78358
18645;18645;11/06/2020;228500;78146
18646;18646;28/05/2020;463800;78418
18647;18647;22/06/2020;188000;78490
18648;18648;29/05/2020;463000;78311
18649;18649;08/06/2020;240000;78358
18650;18650;29/05/2020;277000;78146
18651;18651;06/05/2020;306165;78586
18652;18652;02/06/2020;183000;78146
18653;18653;28/05/2020;207000;78146
18654;18654;04/06/2020;244000;78455
18655;18655;29/05/2020;384480;78311
18656;18656;09/06/2020;170000;78165
18657;18657;28/05/2020;394000;78372
18658;18658;29/05/2020;355000;78124
18659;18659;29/05/2020;250000;78190
18660;18660;17/06/2020;235000;78311
18661;18661;25/06/2020;189000;78165
18662;18662;05/06/2020;460000;78350
18663;18663;02/06/2020;160000;78146
18664;18664;29/05/2020;763700;78190
18665;18665;02/06/2020;178000;78358
18666;18666;26/06/2020;155000;78165
18667;18667;24/06/2020;203000;78490
18668;18668;16/06/2020;230000;78650
18669;18669;05/06/2020;262000;78092
18670;18670;05/06/2020;290000;78650
18671;18671;29/06/2020;780000;78146
18672;18672;09/06/2020;115000;78126
18673;18673;26/06/2020;520000;78311
18674;18674;15/06/2020;434000;78350
18675;18675;15/06/2020;541350;78126
18676;18676;26/06/2020;451000;78311
18677;18677;03/06/2020;161800;78586
18678;18678;02/06/2020;210000;78311
18679;18679;05/06/2020;164000;78311
18680;18680;29/06/2020;258500;78490
18681;18681;05/06/2020;171920;78311
18682;18682;05/06/2020;355000;78311
18683;18683;19/06/2020;316000;78586
18684;18684;05/06/2020;274000;78358
18685;18685;23/06/2020;514100;78650
18686;18686;04/06/2020;283000;78358
18687;18687;25/06/2020;630000;78358
18688;18688;19/06/2020;804000;78126
18689;18689;25/06/2020;437000;78372
18690;18690;12/06/2020;129000;78190
18691;18691;22/06/2020;198000;78586
18692;18692;05/06/2020;177000;78358
18693;18693;29/06/2020;101000;78490
18694;18694;19/06/2020;310000;78358
18695;18695;19/06/2020;273300;78418
18696;18696;26/06/2020;209050;78650
18697;18697;30/06/2020;166000;78490
18698;18698;09/06/2020;395000;78224
18699;18699;10/06/2020;418000;78358
18700;18700;30/06/2020;630000;78146
18701;18701;12/06/2020;420000;78124
18702;18702;25/06/2020;250000;78586
18703;18703;25/06/2020;166000;78586
18704;18704;29/06/2020;350000;78372
18705;18705;30/06/2020;480000;78372
18706;18706;15/06/2020;687000;78124
18707;18707;19/06/2020;675000;78455
18708;18708;23/06/2020;200000;78224
18709;18709;17/06/2020;364000;78372
18710;18710;26/06/2020;212000;78586
18711;18711;16/06/2020;217500;78311
18712;18712;18/06/2020;303240;78126
18713;18713;22/06/2020;226500;78502
18714;18714;30/06/2020;181000;78586
18715;18715;30/06/2020;235000;78586
18716;18716;16/06/2020;218000;78358
18717;18717;16/06/2020;252500;78358
18718;18718;15/06/2020;233000;78358
18719;18719;19/06/2020;202000;78146
18720;18720;24/06/2020;825000;78126
18721;18721;25/06/2020;80000;78586
18722;18722;26/06/2020;141000;78165
18723;18723;26/06/2020;354900;78190
18724;18724;25/06/2020;495000;78311
18725;18725;18/06/2020;610000;78190
18726;18726;30/06/2020;806860;78126
18727;18727;25/06/2020;318240;78358
18728;18728;29/06/2020;351527;78418
18729;18729;25/06/2020;380000;78311
18730;18730;29/06/2020;180500;78502
18731;18731;30/06/2020;330000;78126
18732;18732;29/06/2020;310000;78418
18733;18733;08/01/2020;292500;78172
18734;18734;06/01/2020;240750;78382
18735;18735;06/01/2020;271500;78481
18736;18736;08/01/2020;139650;78015
18737;18737;10/01/2020;195800;78551
18738;18738;08/01/2020;201000;78466
18739;18739;09/01/2020;80000;78380
18740;18740;02/01/2020;624000;78551
18741;18741;13/01/2020;206750;78498
18742;18742;10/01/2020;127000;78624
18743;18743;10/01/2020;230000;78481
18744;18744;07/01/2020;337000;78401
18745;18745;16/01/2020;164200;78172
18746;18746;21/01/2020;75000;78172
18747;18747;17/01/2020;223800;78123
18748;18748;20/01/2020;347700;78551
18749;18749;17/01/2020;238400;78642
18750;18750;17/01/2020;382700;78642
18751;18751;20/01/2020;81000;78401
18752;18752;16/01/2020;426000;78551
18753;18753;10/01/2020;80000;78401
18755;18755;20/01/2020;195000;78401
18756;18756;10/01/2020;55000;78440
18757;18757;21/01/2020;189500;78172
18758;18758;20/01/2020;56000;78624
18759;18759;21/01/2020;117500;78624
18760;18760;22/01/2020;110000;78015
18761;18761;16/01/2020;155000;78015
18762;18762;17/01/2020;216600;78382
18763;18763;30/01/2020;444000;78481
18764;18764;24/01/2020;950000;78481
18765;18765;24/01/2020;202500;78481
18766;18766;22/01/2020;211000;78481
18767;18767;21/01/2020;255000;78498
18768;18768;15/01/2020;173000;78005
18769;18769;03/01/2020;185000;78005
18770;18770;10/01/2020;121500;78172
18771;18771;20/01/2020;23750;78624
18772;18772;27/01/2020;365100;78367
18773;18773;17/01/2020;153500;78172
18774;18774;15/01/2020;251159;78481
18775;18775;30/01/2020;135000;78380
18776;18776;24/01/2020;270000;78123
18777;18777;31/01/2020;210500;78123
18778;18778;29/01/2020;230000;78672
18779;18779;31/01/2020;184850;78123
18780;18780;06/02/2020;300000;78481
18781;18781;07/02/2020;1035200;78551
18782;18782;21/01/2020;97000;78643
18783;18783;31/01/2020;159000;78123
18784;18784;11/02/2020;165000;78642
18785;18785;30/01/2020;210000;78401
18786;18786;27/01/2020;90000;78123
18787;18787;11/02/2020;165000;78172
18788;18788;04/02/2020;478600;78382
18789;18789;10/02/2020;160000;78005
18790;18790;03/02/2020;151000;78498
18791;18791;31/01/2020;202000;78551
18792;18792;03/02/2020;173750;78172
18793;18793;20/01/2020;105000;78551
18794;18794;23/01/2020;210000;78123
18795;18795;08/02/2020;122500;78380
18796;18796;03/02/2020;109000;78401
18797;18797;10/02/2020;321620;78367
18798;18798;04/02/2020;623000;78551
18799;18799;31/01/2020;207000;78551
18800;18800;12/02/2020;333000;78481
18801;18801;13/02/2020;228000;78624
18802;18802;12/02/2020;613000;78466
18803;18803;11/02/2020;399000;78005
18804;18804;15/02/2020;215850;78123
18805;18805;29/01/2020;125000;78123
18806;18806;13/02/2020;114000;78123
18807;18807;06/02/2020;651500;78551
18808;18808;14/02/2020;218000;78498
18809;18809;14/02/2020;243800;78498
18810;18810;28/01/2020;57000;78029
18811;18811;05/02/2020;453143;78551
18812;18812;27/01/2020;100000;78642
18813;18813;10/02/2020;67000;78401
18814;18814;19/02/2020;48100;78401
18815;18815;31/01/2020;243000;78551
18816;18816;31/01/2020;182300;78172
18817;18817;20/02/2020;175000;78498
18818;18818;06/02/2020;158400;78551
18819;18819;03/02/2020;144000;78172
18820;18820;07/02/2020;55500;78401
18821;18821;26/02/2020;222000;78551
18822;18822;10/02/2020;237375;78015
18823;18823;28/02/2020;86000;78551
18824;18824;25/02/2020;91000;78551
18825;18825;12/02/2020;147500;78015
18826;18826;28/02/2020;465000;78551
18827;18827;13/02/2020;228572;78090
18828;18828;26/02/2020;124000;78401
18829;18829;12/02/2020;232450;78551
18830;18830;28/02/2020;158000;78551
18831;18831;20/02/2020;408000;78642
18832;18832;18/02/2020;170000;78172
18833;18833;13/02/2020;252000;78172
18834;18834;24/02/2020;256900;78466
18835;18835;14/02/2020;229000;78498
18836;18836;11/02/2020;220000;78172
18837;18837;29/02/2020;155000;78380
18838;18838;20/02/2020;422000;78466
18839;18839;07/02/2020;145500;78172
18840;18840;20/02/2020;135024;78498
18841;18841;25/02/2020;347000;78172
18842;18842;28/02/2020;252700;78172
18843;18843;14/02/2020;262000;78401
18844;18844;11/02/2020;208850;78005
18845;18845;26/02/2020;374640;78498
18846;18846;28/02/2020;128000;78498
18847;18847;24/02/2020;302850;78466
18848;18848;18/02/2020;105000;78367
18849;18849;28/02/2020;146000;78138
18850;18850;19/02/2020;174000;78551
18851;18851;11/02/2020;219500;78090
18852;18852;21/02/2020;300000;78172
18853;18853;25/02/2020;133000;78642
18854;18854;27/02/2020;338000;78431
18855;18855;02/03/2020;60000;78123
18856;18856;27/02/2020;175575;78206
18857;18857;26/02/2020;131000;78401
18858;18858;05/03/2020;153000;78005
18859;18859;02/03/2020;158400;78172
18860;18860;06/03/2020;233000;78005
18861;18861;06/03/2020;100000;78005
18862;18862;09/03/2020;129000;78005
18863;18863;26/02/2020;76000;78123
18864;18864;25/02/2020;725950;78551
18865;18865;27/02/2020;627850;78551
18866;18866;27/02/2020;272100;78551
18867;18867;09/03/2020;322800;78172
18868;18868;06/03/2020;176000;78005
18869;18869;03/03/2020;240000;78401
18870;18870;13/03/2020;97000;78551
18871;18871;03/03/2020;77500;78401
18872;18872;05/03/2020;180000;78624
18873;18873;13/03/2020;120000;78005
18874;18874;02/03/2020;182000;78498
18875;18875;10/03/2020;122000;78498
18876;18876;03/03/2020;368000;78551
18877;18877;02/03/2020;160000;78401
18878;18878;11/03/2020;139500;78123
18879;18879;28/02/2020;840000;78551
18880;18880;26/02/2020;158700;78642
18881;18881;06/03/2020;940000;78481
18882;18882;26/02/2020;145000;78638
18883;18883;02/03/2020;290000;78440
18884;18884;13/03/2020;205000;78123
18885;18885;25/02/2020;133000;78403
18886;18886;27/02/2020;311000;78642
18887;18887;17/03/2020;223000;78123
18888;18888;27/02/2020;319000;78172
18889;18889;28/02/2020;240000;78643
18890;18890;09/03/2020;154000;78382
18891;18891;03/03/2020;630000;78551
18892;18892;12/03/2020;235000;78551
18893;18893;17/03/2020;280000;78498
18894;18894;13/03/2020;106114;78551
18895;18895;12/03/2020;94927;78498
18896;18896;16/03/2020;388300;78643
18897;18897;12/03/2020;157000;78498
18898;18898;16/03/2020;173200;78551
18899;18899;19/03/2020;341500;78172
18900;18900;19/03/2020;129000;78551
18901;18901;04/03/2020;208500;78551
18902;18902;10/03/2020;185700;78123
18903;18903;13/03/2020;571250;78481
18904;18904;13/03/2020;200000;78672
18905;18905;13/03/2020;173500;78498
18906;18906;24/03/2020;409000;78551
18907;18907;11/03/2020;214150;78551
18908;18908;27/03/2020;334300;78642
18909;18909;27/03/2020;290500;78015
18910;18910;05/03/2020;180575;78172
18911;18911;23/03/2020;96000;78498
18912;18912;01/04/2020;209170;78481
18913;18913;03/03/2020;574600;78466
18914;18914;07/03/2020;129000;78643
18915;18915;13/03/2020;277500;78172
18916;18916;06/04/2020;220000;78551
18917;18917;23/03/2020;632500;78551
18918;18918;08/04/2020;198900;78551
18919;18919;31/03/2020;189000;78551
18920;18920;16/03/2020;498000;78624
18921;18921;08/04/2020;47650;78551
18922;18922;01/04/2020;20000;78138
18923;18923;10/04/2020;372000;78466
18924;18924;26/03/2020;145000;78172
18925;18925;03/04/2020;170000;78551
18926;18926;22/04/2020;256000;78133
18927;18927;22/04/2020;210000;78551
18928;18928;15/04/2020;127000;78672
18929;18929;17/04/2020;149700;78172
18930;18930;10/04/2020;138000;78172
18931;18931;31/03/2020;261000;78123
18932;18932;31/03/2020;88000;78643
18933;18933;27/04/2020;697750;78551
18934;18934;23/04/2020;169000;78015
18935;18935;29/04/2020;288000;78643
18936;18936;04/05/2020;156000;78005
18937;18937;17/04/2020;134000;78123
18938;18938;17/04/2020;272000;78172
18939;18939;06/04/2020;133500;78498
18940;18940;30/04/2020;153000;78498
18941;18941;28/04/2020;632065.2;78189
18942;18942;05/05/2020;450000;78551
18943;18943;04/05/2020;220800;78551
18944;18944;21/04/2020;460000;78481
18945;18945;30/04/2020;109450;78172
18946;18946;29/04/2020;217103;78551
18948;18948;21/04/2020;108300;78401
18949;18949;24/04/2020;100000;78401
18950;18950;06/05/2020;332500;78551
18951;18951;21/04/2020;86240;78440
18952;18952;13/05/2020;152500;78642
18953;18953;14/05/2020;251112.11;78551
18954;18954;06/05/2020;255500;78481
18955;18955;11/05/2020;160000;78466
18956;18956;18/05/2020;261000;78551
18957;18957;09/04/2020;399000;78672
18958;18958;14/05/2020;292460;78123
18959;18959;21/04/2020;350000;78172
18960;18960;15/05/2020;127900;78498
18961;18961;11/05/2020;440000;78466
18962;18962;13/05/2020;267000;78481
18963;18963;19/05/2020;192000;78498
18964;18964;15/05/2020;260000;78138
18965;18965;14/05/2020;342383;78481
18966;18966;22/05/2020;96000;78643
18967;18967;20/05/2020;152000;78029
18968;18968;19/05/2020;227000;78481
18969;18969;22/05/2020;234500;78551
18970;18970;14/05/2020;138500;78029
18971;18971;15/05/2020;142000;78123
18972;18972;12/05/2020;95800;78380
18973;18973;19/05/2020;205000;78498
18974;18974;25/05/2020;242000;78551
18975;18975;12/05/2020;330000;78015
18976;18976;18/05/2020;98500;78401
18977;18977;27/05/2020;117500;78029
18978;18978;14/05/2020;193000;78123
18979;18979;25/05/2020;700000;78551
18980;18980;25/05/2020;174690;78551
18981;18981;13/05/2020;240000;78551
18982;18982;14/05/2020;143000;78498
18983;18983;15/05/2020;239300;78382
18984;18984;29/05/2020;220630;78380
18985;18985;27/05/2020;246000;78551
18986;18986;29/05/2020;279360;78643
18987;18987;12/05/2020;169500;78172
18988;18988;22/05/2020;219500;78015
18989;18989;29/05/2020;150000;78551
18990;18990;03/06/2020;200000;78551
18991;18991;03/06/2020;314000;78133
18992;18992;19/05/2020;454650;78172
18993;18993;20/05/2020;248000;78440
18994;18994;20/05/2020;171720;78005
18995;18995;20/05/2020;207000;78123
18996;18996;28/05/2020;81400;78551
18997;18997;04/06/2020;84000;78401
18998;18998;28/05/2020;339120;78481
18999;18999;08/06/2020;300000;78551
