Id_bien;No_voie;Type de voie;Voie;Surface Carrez ;Type local;Nombre pieces principales;Id_codedep_codecommune
29099;9;AV;DES ARBOUSIERS;73.96;Maison;3;34032
9809;99;RUE;SAINT ALBAN;87.46;Appartement;4;42187
9810;27;RUE;ROGER CRIVELLI;49.39;Appartement;2;42187
9811;85;ALL;DES SAPINS;42.37;Appartement;2;42184
9812;16;RUE;DE L EGLISE;96.75;Appartement;3;42156
9814;43;RUE;DU PRESIDENT WILSON;62.83;Appartement;4;42187
9815;12;IMP;REYNAUD MATOUT;40.18;Appartement;2;42071
9816;37;RUE;DES AQUEDUCS;25;Appartement;2;42187
9817;10;PL;MARGUERITE GONON;102.42;Appartement;4;42127
9818;56;RUE;JEAN JAURES;25.68;Appartement;1;42187
9819;3;RUE;PASTEUR;94.92;Appartement;3;42011
9820;22;RUE;PASTEUR;113.11;Appartement;4;42187
9821;92;AV;DE PARIS;66.19;Appartement;3;42187
9822;2;RUE;DENFERT ROCHEREAU;101.7;Appartement;4;42052
9823;33;RUE;DU HUIT MAI;29.61;Appartement;1;42011
9824;4;BD;DES ETINES;64.61;Appartement;3;42071
9825;34;PL;DES PROMENADES POPULLE;52.45;Appartement;2;42187
9826;1507;CHE;TREVE RAISIN;63.16;Appartement;2;42170
9827;50;AV;DE LA LIBERATION;84;Appartement;2;42071
9828;11;RUE;BROSSARD;29.69;Appartement;1;42071
9829;25;QUAI;DE L ILE;56.95;Appartement;2;42187
9830;2;RUE;GEORGES CLEMENCEAU;40.49;Appartement;2;42071
9831;46;RUE;VICTOR HUGO;73.58;Appartement;3;42127
9832;25;RUE;DORIAN;66.84;Appartement;3;42052
9833;84;RUE;MARECHAL FOCH;62.5;Appartement;3;42187
9834;28;BD;EDGAR QUINET;40.54;Appartement;2;42187
9835;16;RUE;JEAN MERMOZ;50;Appartement;2;42187
9836;30;RUE;CUVIER;62.98;Appartement;3;42187
9837;33;RUE;DU HUIT MAI;35.13;Appartement;1;42011
9838;135;AV;DE PARIS;63.23;Appartement;3;42187
9839;14;PL;DES TUILIERS;78.58;Appartement;3;42026
9840;24;AV;DE LA LIBERATION;44.73;Appartement;2;42071
9841;25;RUE;DU MAYOLLET;55.77;Appartement;3;42187
9842;22;RUE;DES ARBOUSIERS;60.1;Maison;3;91657
9843;125;BD;BARON DU MARAIS;96.4;Appartement;4;42187
9844;6;BD;DES ETINES;16;Appartement;1;42071
9845;41;RUE;DU PRESIDENT WILSON;52.21;Appartement;3;42187
9846;92;RUE;ALBERT THOMAS;57.22;Appartement;2;42187
21870;56;AV;DE LA LIBERATION;38.93;Appartement;2;42071
9848;16;RUE;ALSACE LORRAINE;173.34;Appartement;5;42187
9849;405;RUE;MARGUERITE YOURCENAR;53.54;Appartement;3;42184
9850;25;ALL;DES ARCADES;80.04;Maison;5;95323
9851;2;RUE;AUGUSTE GELIN;46.81;Appartement;3;42071
9852;45;RUE;BRANLY;54.06;Appartement;2;42187
9853;31;AV;PARMENTIER;37.03;Appartement;2;42071
9854;53;RUE;MULSANT;86.91;Appartement;4;42187
28067;75B;RUE;DES ARDENNES;75.58;Maison;4;93073
9856;50;RUE;BRISON;24.62;Appartement;1;42187
9857;16;RUE;ALSACE LORRAINE;162.69;Appartement;4;42187
9858;5;RUE;JOANNY AUGE;39.51;Appartement;3;42187
9859;3;RUE;CHARLES DE GAULLE;40.71;Appartement;1;42187
25414;4;RUE;ALSACE LORRAINE;217.02;Appartement;6;42187
9861;10;RUE;DU MOULIN POPULLE;68;Appartement;4;42187
9862;30;IMP;RASPAIL;92.72;Appartement;3;42187
9863;4B;RUE;PIERRE BROSSOLETTE;63.7;Appartement;3;42187
9864;10;RUE;DES ECOLIERS;64.77;Appartement;3;42187
9865;34;PL;DES PROMENADES POPULLE;136.22;Appartement;5;42187
9866;25;QUAI;DE L ILE;56.32;Appartement;3;42187
9867;58;RUE;JEAN JACQUES ROUSSEAU;62.92;Appartement;3;42187
9868;2;RUE;CLAUDE BERNARD;33.33;Appartement;1;42187
9869;57;RUE;CHARLES DE GAULLE;39.99;Appartement;2;42187
9870;27;RUE;ROGER CRIVELLI;46.2;Appartement;2;42187
9871;16;PL;DU MARCHE;51.02;Appartement;2;42187
9872;8;RUE;NICOLAS CUGNOT;12.21;Appartement;1;42187
9873;58;RUE;CHARLES DE GAULLE;122.63;Appartement;5;42187
9874;147;AV;DES ARTS;104.5;Maison;4;93047
9875;13;AV;DES ARTS;304.8;Maison;9;94068
9876;10;BD;BARON DU MARAIS;41.35;Appartement;1;42187
9877;39;RUE;RABELAIS;59.83;Appartement;3;42187
9878;1;RUE;JEAN MOULIN;89.46;Appartement;4;42071
25696;12;RUE;JACQUARD;55.35;Appartement;2;42187
25994;135;RUE;CHANTOISEAU;48.78;Appartement;2;42184
9881;42;RUE;PIERRE DEPIERRE;108.33;Appartement;4;42187
9882;33;RUE;DU HUIT MAI;29.99;Appartement;1;42011
9883;15;BD;EDGAR QUINET;62.54;Appartement;4;42187
9884;1;RUE;BAYARD;48.02;Appartement;2;42187
9885;14;RUE;DE LA PROVIDENCE;58.12;Appartement;3;42071
9886;1746;RUE;DE ST ROMAIN SABLES;83.3;Appartement;5;42184
9887;54;BD;BARON DU MARAIS;53.03;Appartement;2;42187
9888;92;RUE;ALBERT THOMAS;68.49;Appartement;4;42187
9889;35;RUE;GONTHIER;53.14;Appartement;3;42187
9890;9;RUE;DU MAYOLLET;59.84;Appartement;3;42187
9891;115;RUE;DU MOULIN A VENT PROLONGE;69.5;Appartement;4;42332
9892;33;RUE;ST GILLES;36.98;Appartement;2;43157
9893;17;RUE;DES ARTS;86.78;Maison;3;94058
9894;3;RUE;JEAN BAPTISTE FABRE;68.96;Appartement;3;43157
9895;92;AV;DE LA SEMENE;59.61;Appartement;3;43236
9896;19;RUE;DU 14 JUILLET;53.39;Appartement;2;43213
9897;21;RUE;DES MOULINS;46.95;Appartement;2;43157
27848;92;AV;DE LA SEMENE;80.29;Appartement;5;43236
9899;41;BD;CARNOT;84.81;Appartement;4;43157
9900;3;BD;CARNOT;88.26;Appartement;3;43157
9901;25;RTE;DU MAZET;68.5;Appartement;3;43051
9902;25;RUE;DU ONZE NOVEMBRE;76.9;Appartement;3;43112
9903;25B;RUE;DES AS;67.28;Maison;3;33318
9904;29;RUE;DES AUBEPINES;80.02;Maison;4;93033
9905;28;AV;MARECHAL FOCH;137.19;Appartement;3;43157
9906;3;RUE;DU REPOS;90.28;Appartement;4;43177
9907;5;AV;BAPTISTE MARCET;62.62;Appartement;3;43157
6759;52;AV;CHARLES DUPUY;83.76;Appartement;3;43041
25716;20;RUE;DE LA GAZELLE;59.84;Appartement;2;43157
9910;13;RUE;JEAN BARTHELEMY;27.91;Appartement;1;43157
9911;26;RUE;DE VIENNE;59.87;Appartement;5;43157
9912;1;RUE;DU ROND POINT;128.94;Appartement;3;43012
9913;57;AV;MARECHAL FOCH;60.79;Appartement;3;43157
9915;5087;RUE;DE COMBEVIGNOUSE;49.13;Appartement;4;43262
9916;8;RUE;DES AULNES;132.36;Maison;3;40001
9917;3;RUE;FONTAINE DE GESTE;60.19;Appartement;3;43040
9918;2;AV;DE FIRMINY;74.01;Appartement;4;43012
9919;4;AV;PAUL BERARD;72.91;Appartement;3;43089
9920;13;AV;DES BELGES;80.25;Appartement;3;43157
9389;16;RUE;DE CRAPONNE;23;Appartement;1;43157
9922;55;AV;MARECHAL FOCH;23.23;Appartement;1;43157
9923;8T;AV;PIERRE FARIGOULE;50.11;Appartement;1;43041
9924;26B;AV;GEORGES CLEMENCEAU;53.13;Appartement;2;43268
9925;3;ESPA;CLAVIER;89.73;Appartement;4;43025
9926;14B;CHE;DU BOIS DU GENEST;47.79;Appartement;3;43051
9927;18;RTE;DU MONTEIL;67.07;Appartement;3;43041
9928;19;AV;MARECHAL FOCH;39.05;Appartement;2;43157
9929;89;AV;MARECHAL FOCH;80.17;Appartement;3;43157
9930;5;PL;ST PIERRE LATOUR;230.1;Appartement;7;43157
9931;52;BD;ST LOUIS;34.77;Appartement;1;43157
9932;9041;AV;DU VAL DU RIOU;84.98;Appartement;4;43089
9933;11B;RUE;DE LA GAZELLE;91.72;Appartement;3;43157
9934;55;AV;MARECHAL FOCH;48.59;Appartement;2;43157
9935;21;PL;DU MARCHE COUVERT;45.27;Appartement;2;43157
9936;16;RTE;DE JONZIEUX;70.31;Appartement;3;43205
9937;8;RUE;MARCEAU;69.11;Appartement;4;44109
9938;18;RUE;BONNE GARDE;47.34;Appartement;2;44190
9939;1;RUE;RECTEUR SCHMITT;28.47;Appartement;1;44109
9940;28;RUE;DE LA ROSIERE D ARTOIS;56.8;Appartement;2;44109
9941;181;ALL;DES AVETTES;82.37;Maison;5;4112
9942;4;AV;ANDREE VIOLLIS;62.1;Appartement;3;44109
9943;16;BD;BENONI GOULLIN;68.55;Appartement;4;44109
9944;6;RUE;DE LA FOSSE;37.83;Appartement;2;44109
9945;74;BD;DE LA PRAIRIE AU DUC;68;Appartement;2;44109
333;52;BD;DE L EGALITE;62.14;Appartement;3;44109
9947;18;RUE;DE BRIORD;107.98;Appartement;5;44109
9948;24;RUE;COPERNIC;153.37;Appartement;6;44109
9949;47;RUE;DE LA GARE;42.69;Appartement;2;44162
9950;3;RUE;CHARLES BRUNELLIERE;92.55;Appartement;4;44109
9951;6;RUE;DES BALANCES;215.53;Maison;4;62041
9952;18;RUE;GAETAN RONDEAU;85.5;Appartement;4;44109
9953;2;RUE;DU MOULIN NEUF;62.6;Appartement;3;44109
9954;3B;RUE;DES PATURES;29.94;Appartement;1;44074
9955;56;RUE;JEAN MARIE DESBROSSES;79.14;Appartement;3;44162
13555;35;RUE;BOUGAINVILLE;24.64;Appartement;1;44109
9957;1;RUE;DE L ARDECHE;103.79;Appartement;5;44162
9958;6;RUE;JEAN PAUL SARTRE;61.06;Appartement;3;44162
9959;14;RUE;DE JEMMAPES;32.54;Appartement;1;44109
9960;3;PL;DE LA MONNAIE;14.9;Appartement;6;44109
9961;2;RUE;GRETRY;66.87;Appartement;3;44109
9962;1;PAS;ANDRE CRETAUX;71.33;Appartement;4;44109
9963;7;AV;DU SEXTANT;80;Appartement;4;44109
9964;3;RUE;DE POLYMNIE;64.13;Appartement;3;44190
9965;9;RUE;DU DOCTEUR ALFRED CORLAY;73.8;Appartement;4;44162
9966;63;RUE;DUFOUR;20.86;Appartement;2;44109
9967;98;RUE;PAUL BELLAMY;16.18;Appartement;2;44109
9968;4;ALL;BALTARD;18.43;Appartement;1;44109
9969;;AV;DES BALEINIERS;67.37;Maison;3;14333
9970;17;RUE;DOBREE;67.52;Appartement;3;44109
9971;13;ALL;DE L ERDRE;75.9;Appartement;4;44190
9972;54;RUE;DU CROISSANT;80.1;Appartement;4;44109
9973;8;ALL;D ORLEANS;56.5;Appartement;2;44109
3717;4;RUE;LAVOISIER;45.22;Appartement;2;44109
9975;151;RTE;DE VANNES;59.53;Appartement;2;44162
9976;32;RUE;MARIE ANNE DU BOCCAGE;95.75;Appartement;3;44109
9977;2;RUE;LOUIS GUILLOUX;75.1;Appartement;4;44109
9978;66;RUE;VINCENT AURIOL;50.53;Appartement;2;44162
9979;2;RUE;GITON;15.76;Appartement;1;44109
9980;8;RUE;LOUIS GUILLOUX;49.2;Appartement;2;44109
9981;3;RUE;DE POLYMNIE;43.31;Appartement;2;44190
9982;11;RUE;DES CIVELLES;16.57;Appartement;2;44109
9983;13;RUE;D ORLEANS;154.89;Appartement;4;44109
9984;18;RUE;FRANKLIN;64.52;Appartement;3;44109
9985;30;BD;BABIN CHEVAYE;73.67;Appartement;3;44109
9986;17;RUE;DES REFORMES;38.25;Appartement;2;44109
9987;30;BD;ALBERT EINSTEIN;19.67;Appartement;1;44109
9988;16;RUE;DE LA PELLETERIE;28.41;Appartement;2;44109
9989;114B;RUE;DES RENARDIERES;44.18;Appartement;2;44109
9990;1;VEN;DU THOUET;74.2;Appartement;4;44109
9991;108B;BD;DES BELGES;26.87;Appartement;1;44109
9992;5;AV;DE LA BARAUDIERE;71.85;Appartement;4;44162
9993;24;RUE;DE LA FOSSE;23.3;Appartement;2;44109
9994;6;RUE;LOUIS GUILLOUX;64.4;Appartement;3;44109
9995;37;RUE;DE LA RIVETERIE;74.2;Appartement;4;44109
9996;54;RUE;DU CROISSANT;80.9;Appartement;4;44109
9997;12;RUE;DES BANCS;60.3;Maison;3;17347
9998;3T;RUE;DES PATURES;31.88;Appartement;2;44074
9999;52;RUE;DU CROISSANT;48.4;Appartement;2;44109
10000;12;RUE;OUCHE DE VERSAILLES;41.24;Appartement;2;44109
10001;367;CHE;DES BARELLES;68.37;Maison;3;83126
3980;76;RUE;DU BOUILLON;83.25;Appartement;4;44109
10003;16;RUE;PIERRE BEREGOVOY;67.5;Appartement;3;44190
10004;13;RUE;EUGENE PERGELINE;47.46;Appartement;2;44109
10005;38;RUE;DU COUDRAY;66.1;Appartement;4;44109
20037;12;RUE;DES CARNAVALIERS;59.08;Appartement;3;44109
10007;26;RUE;EUGENE ET LEONCIE KERIVEL;66.03;Appartement;3;44074
10008;13;BD;ROBERT SCHUMAN;18.14;Appartement;1;44109
10009;16;AV;AMBROISE PARE;72.5;Appartement;3;44162
10010;4;RUE;JULES LAUNAY;34.43;Appartement;2;44109
10011;33;RUE;FELIX FAURE;47.89;Appartement;2;44109
10012;23;RUE;DE CAHORS;66.74;Appartement;3;44162
10013;20;RUE;EUGENE TESSIER;68;Appartement;3;44109
10014;55;RUE;JEAN EMILE LABOUREUR;18.08;Appartement;1;44109
10015;10;RUE;LA TOUR D AUVERGNE;19.7;Appartement;1;44109
10016;2;RUE;DE BARBEZIEUX;80.6;Appartement;4;44162
10017;104;RUE;DU CORPS DE GARDE;49.16;Appartement;2;44109
10018;2;SQ;DES ROCHELLETS;66.95;Appartement;3;44109
10019;4;RUE;JEANNE D ARC;73.37;Appartement;3;44109
10020;2;RUE;JEAN JAURES;68.61;Appartement;3;44074
10021;105;RUE;D ALLONVILLE;20.94;Appartement;1;44109
10022;46;QUAI;MAGELLAN;19.18;Appartement;1;44109
10023;5B;RUE;DE PORT LA BLANCHE;42.18;Appartement;2;44109
10024;28;RUE;DES GARENNES;42.68;Appartement;2;44109
10025;104;RUE;DU CORPS DE GARDE;65.5;Appartement;3;44109
10026;17;RUE;DOBREE;39.47;Appartement;1;44109
10027;12;RUE;DE L ABBAYE;17.66;Appartement;1;44109
10028;30;BD;BABIN CHEVAYE;68.04;Appartement;3;44109
10029;14;RUE;DE LA BOULOGNE;55.7;Appartement;2;44190
10030;6;RUE;DE LA BACLERIE;43.66;Appartement;2;44109
10031;39;RUE;DES BAS CLAYAUX;81.61;Maison;4;94017
10032;51;RUE;MAURICE DANIEL;85.36;Appartement;3;44190
10033;25;BD;VINCENT GACHE;37.02;Appartement;2;44109
10034;4;ALL;PAUL LE DROGO;52.13;Appartement;2;44109
10035;39;RUE;FELIX LEMOINE;57.7;Appartement;3;44109
27786;41;RUE;DE LA MICHAUDIERE;57.82;Appartement;3;44109
10037;18;RUE;BONNE GARDE;46.92;Appartement;2;44190
10038;7;RUE;DE PORT LA BLANCHE;62.6;Appartement;3;44109
10039;104;RUE;DU CORPS DE GARDE;64.57;Appartement;3;44109
10040;2;ALL;DES PINSONS;59.3;Appartement;2;44109
10041;12;BD;DU MASSACRE;39.33;Appartement;2;44162
10042;16;RUE;DES SAUMONIERES;19.71;Appartement;1;44109
10043;1;AV;DES CASCADES;62.19;Appartement;3;44109
10044;8;BD;DU PETIT PORT;22.16;Appartement;1;44109
10045;1;RUE;FULTON;66.15;Appartement;3;44109
10046;12;RUE;DES STOCKS;34.98;Appartement;1;44109
10047;80;BD;ST AIGNAN;18.43;Appartement;1;44109
10048;3;RUE;DES HAUTS MOULINS;31.53;Appartement;1;44162
10049;38B;RUE;DU LIEUTENANT MARTY;50.42;Appartement;2;44190
10050;11;RUE;DE LA LOIRE;38.33;Appartement;2;44190
10051;13;RUE;COPERNIC;89.18;Appartement;3;44109
10052;184;RUE;PAUL BELLAMY;38.36;Appartement;2;44109
10053;145;BD;FRANCOIS MITTERRAND;68.13;Appartement;4;44162
10054;2;AV;DE LA BRANCHOIRE;66.34;Appartement;3;44162
10055;104;RUE;DU CORPS DE GARDE;61.64;Appartement;3;44109
10056;44;RUE;GRANDE BIESSE;26.09;Appartement;1;44109
10057;104;RUE;DU CORPS DE GARDE;45.99;Appartement;2;44109
10058;14;RUE;DES BASSES GAUDINES;97.48;Maison;5;78015
10059;30;CHE;DES BASTIDES SAINT ANTOINE;88.84;Maison;4;6069
10060;3;RUE;JEAN CABUT DIT CABU;41.98;Appartement;2;44190
10061;4;PL;DE LA BOURSE;56.47;Appartement;2;44109
10062;2;RUE;DU GENERAL DUEZ;19.02;Appartement;1;44190
18909;4;PL;LT JEHENNE;38.11;Appartement;2;44109
1688;19;RUE;DE LA VERRERIE;138.9;Appartement;6;44109
10065;5;RUE;CHARLES VIAUD;68.62;Appartement;3;44109
10066;26;RUE;DU GRAND CLOS;40.38;Appartement;1;44109
10067;2;RUE;EMILE PEHANT;21.86;Appartement;1;44109
10068;33;RUE;DU 65E REGIMENT INFANTERIE;11.66;Appartement;2;44109
10069;13;AV;DES AMANDINES;38.6;Appartement;1;44109
10070;3;RTE;DE ST SEBASTIEN;52.61;Appartement;2;44109
10071;;RUE;DES BATELEURS;80.19;Maison;4;33273
10072;239;RTE;DE ST JOSEPH;80.3;Appartement;4;44109
10073;5;BD;AMIRAL COURBET;35.81;Appartement;2;44109
10074;51;RUE;DES DERVALLIERES;19.02;Appartement;1;44109
10075;3;RUE;MAURICE SIBILLE;38.05;Appartement;2;44109
6695;2;PL;DE LA MONNAIE;98.29;Appartement;4;44109
10077;20;RUE;ANATOLE LE BRAZ;34.39;Appartement;1;44109
10078;1;BD;ALBERT EINSTEIN;20.61;Appartement;1;44109
10079;14T;IMP;PHILIBERT;27.8;Appartement;1;44109
10080;;RUE;DES BATELEURS;68.51;Maison;3;33273
10081;12;RUE;DES CARNAVALIERS;51.33;Appartement;2;44109
10082;22;RUE;FOURE;133.26;Appartement;5;44109
10083;32;BD;DE L'ESTUAIRE;42.34;Appartement;2;44109
10084;19;RUE;ALEXANDRE FOURNY;10.78;Appartement;1;44109
6765;114B;RUE;DES RENARDIERES;28.68;Appartement;1;44109
10086;6;RUE;D AGEN;71.97;Appartement;4;44162
10087;5;RUE;DU 14 JUILLET;106.52;Appartement;3;44109
10088;4;RUE;LAMORICIERE;31.12;Appartement;1;44109
10089;1;BD;ALBERT EINSTEIN;19.44;Appartement;1;44109
10090;4;BD;DU MASSACRE;51.63;Appartement;3;44162
10091;12;RUE;EMILE PEHANT;17.55;Appartement;1;44109
10092;15;RUE;DU GENERAL ZIMMER;65.8;Appartement;3;44162
10093;33;RUE;PARMENTIER;49.55;Appartement;2;44109
10094;1;RUE;DE STRASBOURG;49.78;Appartement;3;44109
10095;31;BD;DE LAUNAY;65.61;Appartement;3;44109
10096;2;RUE;DES HETRES;49.75;Appartement;2;44190
10097;8;RUE;BONNE LOUISE;16.72;Appartement;1;44109
10098;63;RUE;MAL JOFFRE;24.75;Appartement;1;44109
10099;4;AV;DE LA BRANCHOIRE;75.41;Appartement;4;44162
10100;14;RUE;DE BELLEVILLE;34.9;Appartement;2;44109
10101;47;RUE;DES BEAUMONTS;130.06;Maison;5;94033
10102;83;RUE;D ALLONVILLE;39.46;Appartement;2;44109
10103;32;RUE;DES BENARDS;115.42;Maison;4;92007
10104;3;RUE;LINNE;134.36;Appartement;5;44109
10105;2;RUE;EMILE PEHANT;18.3;Appartement;1;44109
27634;66;RUE;NOIRE;38.64;Appartement;2;44109
10107;7;RUE;DU CHER;67;Appartement;3;44109
24427;37;RUE;DE LA CHICOTIERE;13.79;Appartement;1;44162
10109;10;AV;DE LA BRANCHOIRE;79.52;Appartement;4;44162
10110;10;ALL;DE LA BOUSCARLE DE CETTI;31.5;Appartement;1;44109
10111;1;BD;ALEXANDRE MILLERAND;50.56;Appartement;2;44109
10112;1;AV;D ALBION;76.78;Appartement;3;44109
10113;10;RUE;VILLA MARIA;124.66;Appartement;4;44109
10114;10;RUE;D AGEN;63.39;Appartement;3;44162
10115;80;BD;ST AIGNAN;19.92;Appartement;1;44109
10116;80;BD;ST AIGNAN;19.97;Appartement;1;44109
10117;24;RUE;DES ROSES;38.19;Appartement;2;44109
10118;28;RUE;DE L OUEST;105.77;Appartement;4;44109
10119;94;BD;DE LONGCHAMP;17.7;Appartement;1;44109
10120;12;BD;DU TERTRE;70.91;Appartement;3;44162
10121;2;SQ;DES JARDINS DE LONGCHAMP;117.61;Appartement;6;44109
10122;9;RUE;GAL DE TORQUAT;23.9;Appartement;2;44109
10123;19;RUE;GABRIEL GOUDY;54.2;Appartement;2;44109
10124;1;RUE;DE MORLAIX;89.75;Appartement;5;44162
10125;8;RUE;LEON BLUM;26.78;Appartement;1;44109
10126;3;RUE;ANNE MANDEVILLE;38.08;Appartement;2;44109
10127;1;RUE;GUILLAUME APOLLINAIRE;79.2;Appartement;4;44109
10128;8;RUE;DE L ORNE;46.23;Appartement;2;44162
10129;5;ALL;DES BENGALIS;116.84;Maison;4;94044
10130;3;RUE;EVEQUE EMILIEN;12.11;Appartement;1;44109
10131;2;RUE;DESHOULIERES;14.07;Appartement;1;44109
10132;1;ALL;DE L'ILE TABOR;50.28;Appartement;2;44109
10133;28;RUE;DE L OUEST;25.89;Appartement;1;44109
10134;77;RUE;ALBERT CALMETTE;85.3;Appartement;3;44109
27310;1;ALL;FRANCOIS COUPERIN;79.13;Appartement;5;44162
10136;44;RUE;JEAN POULAIN;26.37;Appartement;1;44109
10137;12;BD;DU TERTRE;76.01;Appartement;4;44162
10138;18;RUE;DES OLIVETTES;20.54;Appartement;1;44109
10139;12;RUE;MALHERBE;26.32;Appartement;2;44109
10140;44;BD;DU VAL DE CHEZINE;86.41;Appartement;4;44162
10141;8A;RUE;DES BERDEILHOUNES;92.41;Maison;2;82190
10142;164;BD;DES ANGLAIS;76.49;Appartement;4;44109
10143;5;RUE;JEAN CABUT DIT CABU;77.66;Appartement;4;44190
10144;55;RUE;GEORGES LAFONT;67.78;Appartement;4;44109
10145;5;RUE;CHARLES VIAUD;54.09;Appartement;2;44109
10146;13;RUE;JEAN JACQUES ROUSSEAU;97.21;Appartement;4;44109
19684;1;ALL;ARTHUR CHRISTIANSEN;66.29;Appartement;3;44190
10148;38;AV;DES THEBAUDIERES;64.95;Appartement;3;44162
10149;11;RUE;DES DEPORTES;34.37;Appartement;1;44190
10150;18;BD;DU MASSACRE;52.84;Appartement;3;44162
10151;5;BD;JEAN XXIII;77.9;Appartement;1;44109
10152;11;RUE;DE LA HAUTE MITRIE;64;Appartement;3;44109
10153;17;BD;VINCENT GACHE;62.9;Appartement;3;44109
10154;25;RUE;PETITE BIESSE;34.55;Appartement;2;44109
10155;14;BD;ALBERT EINSTEIN;63.29;Appartement;3;44109
10156;18;RUE;PAUL BELLAMY;558.87;Appartement;9;44109
10157;16;RUE;JEAN BAPTISTE ROBERT;70.51;Appartement;4;44190
10158;3;RUE;DE LA FOSSE;41.9;Appartement;1;44109
10159;30;BD;ALBERT EINSTEIN;19.81;Appartement;1;44109
10160;9;RUE;DU CHER;18.55;Appartement;1;44109
10161;45;RUE;DES BERGERONNETTES;60.55;Maison;3;95280
10162;9001;RUE;JOSETTE BOCQ;67.6;Appartement;4;44109
10163;9001;RUE;JOSETTE BOCQ;67.1;Appartement;4;44109
10164;4;BD;DU MASSACRE;39.17;Appartement;2;44162
10165;20;RUE;DE L ALLOUEE;68.76;Appartement;4;44109
10166;12;RUE;DES BERLAUDEURS;90.08;Maison;5;77018
28442;5;ALL;DE LA CITE;48.61;Appartement;2;44109
10168;11;RUE;DE LA LOIRE;29;Appartement;2;44190
10169;2;RUE;DE L ORNE;64.14;Appartement;3;44162
10170;134;RUE;DE LA JAUNAIE;46.07;Appartement;2;44190
10171;4;CHE;DES BICHES;79.21;Maison;4;40284
17538;19;BD;AMIRAL COURBET;63.36;Appartement;1;44109
10173;134;RUE;DU CROISSANT;78.79;Appartement;4;44109
10174;104;RUE;DU CORPS DE GARDE;39.77;Appartement;2;44109
10175;54;RUE;DU CROISSANT;67.3;Appartement;3;44109
10176;3;RUE;SANTOS DUMONT;57.01;Appartement;3;44109
9385;5;RUE;CHARLES VIAUD;51;Appartement;2;44109
10178;13;RUE;DE PORT LA BLANCHE;65.98;Appartement;3;44109
10179;4;RUE;PAUL DUBOIS;18.63;Appartement;1;44109
10180;19;BD;WINSTON CHURCHILL;64.76;Appartement;3;44162
10181;5;RUE;JULES GRANDJOUAN;64;Appartement;3;44109
10182;2;PL;JEAN V;42.5;Appartement;1;44109
10183;9;RUE;DE LA PAIX;103.3;Appartement;4;44109
10184;123;BD;JULES VERNE;17.83;Appartement;1;44109
10185;45;AV;JOSE MARIA DE HEREDIA;93.34;Appartement;5;44109
10186;1;RUE;DU ROI ALBERT;34.63;Appartement;1;44109
10187;6T;RUE;DES BLATRIERS;69.49;Maison;3;60559
10188;2;ALL;BEAU RIVAGE;85.77;Appartement;4;44109
10189;38;RUE;FELIX LEMOINE;77.77;Appartement;4;44109
10190;265;RTE;DE CLISSON;61.71;Appartement;3;44190
10191;21;RUE;DE LA PATOUILLERIE;68.83;Appartement;3;44109
10192;2;AV;DE FRANCE;33.1;Appartement;2;44109
13203;5;RUE;ALFRED KASTLER;23.15;Appartement;1;44109
10194;50;RUE;ST JACQUES;21.91;Appartement;2;44109
10195;8;ALL;D ERDRE;12.32;Appartement;1;44109
10196;9001;RUE;JOSETTE BOCQ;55.7;Appartement;3;44109
10197;2;RUE;SOURDEAC;84.38;Appartement;4;44109
10198;9B;RUE;DES BLONDEAUX;169.31;Maison;5;94038
10199;45;ALL;DES BOCAGES;93.15;Maison;3;78650
10200;9;RUE;DE LA PETITE SENSIVE;21.64;Appartement;1;44109
10201;9001;RUE;JOSETTE BOCQ;51.4;Appartement;3;44109
10202;36;QUAI;DE MALAKOFF;94.74;Appartement;4;44109
10203;3;RUE;DES IRLANDAIS;70.58;Appartement;4;44162
26918;57;RTE;DE STE LUCE;78.23;Appartement;4;44109
10206;14;PAS;DES BOCQUILLONS;94.3;Maison;4;60157
10207;37;RUE;DE LA MICHAUDIERE;44.3;Appartement;2;44109
10209;2;RUE;ROGER FRISON ROCHE;64.05;Appartement;3;44109
10210;9001;RUE;JOSETTE BOCQ;50.7;Appartement;3;44109
10211;2;PL;DE LA REPUBLIQUE;107.03;Appartement;4;44109
13197;23;RUE;DES BOIS;56.46;Maison;4;93051
10213;27;RUE;DE LA FERME DU RU;62.81;Appartement;3;44109
10214;11;IMP;DES BOULEAUX;148.47;Maison;4;74298
10215;54;RUE;MAL JOFFRE;38.3;Appartement;1;44109
10216;2B;RUE;DE CONCARNEAU;53.6;Appartement;2;44109
10217;7;ALL;DES BOULEAUX;89.88;Maison;4;91570
25761;1;RUE;LEKAIN;71;Appartement;2;44109
10219;41;RUE;BOUGAINVILLE;17.45;Appartement;1;44109
15855;5;PL;DES BOULEAUX;106.7;Maison;5;91570
10221;32;ALL;DES BOURSEAUX;82.5;Maison;4;95323
10222;2;AV;MAURICE UTRILLO;59.87;Appartement;3;44109
22702;9;ALL;DU COLVERT;43.74;Appartement;2;44109
10224;7;RUE;DE MORLAIX;74.54;Appartement;4;44162
10225;5;RUE;NICOLAS APPERT;79.02;Appartement;4;44109
22717;19;RUE;MERCOEUR;13.5;Appartement;1;44109
28135;6;RUE;GAMBETTA;27.65;Appartement;5;44109
10228;23;RUE;DU DOCTEUR ALFRED CORLAY;38.4;Appartement;2;44162
10229;21;RUE;DORGERE;19.26;Appartement;1;44109
10230;3;RUE;DES PATURES;35.86;Appartement;2;44074
