Id_bien;No_voie;Type de voie;Voie;Surface Carrez ;Type local;Nombre pieces principales;Id_codedep_codecommune
10193;95A;RUE;JULES ALEXANDRE RENAUX;44.9;Appartement;2;83137
19962;77;AV;DU CHAR VERDUN;53.7;Appartement;3;83144
19963;14B;AV;DE LA MER;23.26;Appartement;1;83153
19964;707;AV;CHARLES DE GAULLE;11.33;Appartement;1;83126
10314;255;CHE;DE MAR VIVO A LA VERNE;67.51;Appartement;3;83126
19966;9001;RES;DU PIN ROLLAND;68.17;Appartement;4;83153
19967;330;RUE;ALBERT PIAULT;91.04;Appartement;4;83062
19969;8;AV;GARIBALDI;45.55;Appartement;3;83126
21833;9001;CLOS;DES PECHEURS;25.21;Appartement;1;83129
19971;567;CC;119 DIT DU VIEUX REYNIER;97;Appartement;4;83126
19972;177;RUE;GENERAL MICHEL AUDEOUD;64.75;Appartement;3;83137
19973;9001;RES;LES RESTANQUES DU THOUAR;92.43;Appartement;5;83062
19974;50;RUE;FREDERIC MISTRAL;32;Maison;2;83099
19975;19;RUE;HENRI MATISSE;90.37;Appartement;2;83062
19976;402;CC;119 DIT DU VIEUX REYNIER;71.15;Appartement;3;83126
19977;113;CRS;LAFAYETTE;37.3;Appartement;1;83137
19978;290;RUE;AUGUSTE RENOIR;47.65;Appartement;2;83062
19979;11;RUE;MASSENA;21.2;Appartement;1;83137
19980;19;RUE;FRESNEL;94.93;Maison;4;30189
19981;220;ALL;MAURICE BLANC;46.68;Appartement;2;83126
19982;392;AV;FREDERIC MISTRAL;21.1;Appartement;1;83062
19983;9001;RUE;GUSTAVE GARAUD;84.62;Appartement;4;83137
19984;4;RUE;GABRIEL FAURE;56.26;Maison;3;34150
19985;4;RUE;GABRIEL PERI;184.21;Maison;5;78124
19987;9001;RES;LES CIGALONS;45.87;Appartement;2;83098
19988;23;RUE;LAMALGUE;46.92;Appartement;1;83137
19989;6;RUE;JANVIER;48.73;Appartement;3;83137
19990;117;AV;LAZARE CARNOT;85.6;Appartement;4;83137
19819;382;AV;AUGUSTE RENOIR;59.09;Appartement;4;83126
19992;2;BD;ALATA;59.79;Appartement;4;83137
19993;100;RUE;GABRIEL PERI;68.16;Maison;4;95585
19994;200;VC;CARRAIRE DE SAUVIOU;71.88;Appartement;4;83129
19995;267;BD;DOCTEUR CHARLES BARNIER;109.7;Appartement;5;83137
19996;9001;RES;LES RESTANQUES DU THOUAR;72;Appartement;4;83062
5424;9015;AV;DU PORT DE PLAISANCE;71.19;Appartement;4;83137
19998;9001;RES;LA PINEDE ST GEORGES;84.9;Appartement;4;83153
19999;17;AV;DE L ELISA;49;Appartement;3;83137
20000;159;AV;JEAN BORDINO;23.47;Appartement;1;83103
7747;9011;MTE;DE L ORATOIRE;51.54;Appartement;2;83129
18323;11;RUE;CHEVALIER DE LA BARRE;25.72;Appartement;1;83126
20003;6;RUE;DANTON;33.15;Appartement;1;83144
20004;14;RUE;DU ROMULUS;54.33;Appartement;3;83137
20005;49;RUE;VINCENT RASPAIL;40.91;Appartement;2;83062
20006;61;AV;EDOUARD LE BELLEGOU;127.8;Appartement;5;83137
20007;7;RUE;GABRIEL PHILIPPE;128.15;Maison;5;92073
20008;496;BD;DES ECOLES;58.35;Appartement;3;83129
20009;7;RUE;VINCENT COURDOUAN;35.4;Appartement;1;83137
28396;9007;IMP;AMBROISE THOMAS;72.24;Appartement;3;83137
20011;53;RUE;ROMAIN;77.22;Appartement;4;83137
20012;176;AV;GABRIELE  D ANNUNZIO;29.78;Maison;1;40046
20013;179;AV;PRESIDENT JOHN KENNEDY;36.29;Appartement;1;83129
20014;346;AV;GABRIELE  D ANNUNZIO;27.01;Maison;2;40046
20015;272;RUE;BOURSSET;42.71;Appartement;2;83137
20016;1416;AV;HENRI GUILLAUME;23.25;Appartement;2;83126
20017;1648;BD;JEAN BAPTISTE ABEL;69.44;Appartement;3;83137
20018;9001;RES;LA COUPIANE;77.05;Appartement;4;83144
20019;820;BD;DES ECOLES;71.57;Appartement;3;83129
20020;20;AV;GAI COTEAU;68.48;Maison;4;83137
20021;123;AV;DES PLATANES;42.44;Appartement;3;83129
20022;43;ALL;DES ROSSIGNOLS;42.8;Appartement;2;83126
20023;730;RUE;CURET BAS;15.32;Appartement;1;83129
23461;59;PL;JEAN LURCAT;52.5;Appartement;3;83126
20025;43;AV;GAL LECLERC;20.05;Maison;1;92012
20026;216;BD;PHILIPPE RIPERT;66.5;Appartement;3;83137
20027;232;ALL;DES LAURIERS ROSES;42.86;Appartement;2;83129
20028;216;BD;PHILIPPE RIPERT;82.87;Appartement;5;83137
9140;22;AV;DE LA MER;30.88;Appartement;1;83153
20030;63;RUE;JEAN JAURES;45.75;Appartement;2;83137
9190;267;BD;DOCTEUR CHARLES BARNIER;104.44;Appartement;5;83137
20032;235;CHE;DE SAINT MARC;84.54;Appartement;4;83137
20033;430;AV;GENERAL GOURAUD;41.29;Appartement;2;83137
20035;10;AV;AMIRAL COLLET;77.5;Appartement;4;83137
20036;5001F;RES;LA PINEDE ST GEORGES;21.34;Appartement;1;83153
20151;18;ZAC;DU VAL DU ROCHER;104.69;Appartement;3;83103
20038;293;AV;DU DOCTEUR SCHWEITZER;54.36;Appartement;3;83144
20039;330;RUE;JEAN PHILIPPE RAMEAU;91.1;Appartement;4;83137
20040;4;PL;GUSTAVE LAMBERT;39.8;Appartement;1;83137
20041;654;CHE;DE REPENTANCE;34.25;Appartement;1;83129
24332;86;IMP;PIERRE;48.16;Appartement;2;83126
20044;199;AV;DE LA VICTOIRE DU 8 5 1945;82.31;Appartement;3;83137
20045;549;CHE;DE LA GARDIOLE;79.01;Appartement;4;83129
20046;2;AV;DU CHAR VERDUN;26.74;Appartement;1;83144
20047;412;CHE;DE POURQUIER;87;Appartement;4;83129
20048;150;ALL;DE LA PINEDE;27.87;Appartement;2;83129
20049;40;RUE;BERTHIER;18.48;Appartement;2;83137
20050;160;RUE;GALLIENI;100;Maison;4;92012
20051;47;AV;ANTONIO GRAMSCI;43.96;Appartement;2;83126
20052;345;AV;JOSEPH RAYNAUD;26.56;Appartement;2;83129
20053;282;BD;LEON BOURGEOIS;53.11;Appartement;3;83137
20054;534;AV;PRESIDENT JOHN KENNEDY;79.4;Appartement;4;83129
20055;35;RUE;PAUL VERLAINE;60.76;Appartement;3;83126
20056;6;PL;CAMILLE PELLETAN;20.63;Appartement;1;83144
20057;130;TRA;DES PRES;61.5;Appartement;3;83129
20058;345;CC;119 DIT DU VIEUX REYNIER;59.57;Appartement;3;83126
20060;152S;AV;COLONEL PICOT;85.66;Appartement;4;83137
20061;70;ALL;DOC HENRI RAOULX;56.11;Appartement;4;83137
20062;189;RUE;JACQUES DUCLOS;104.65;Appartement;5;83062
20063;209;RUE;FELIX MAYOL;57.29;Appartement;3;83137
20065;9001;RES;LA COUPIANE;74.29;Appartement;4;83144
20066;24;AV;DU LAC;33.43;Appartement;2;83129
24226;98;RUE;RENE CASSIN;52.71;Appartement;2;83098
20068;6;RUE;PARMENTIER;35.78;Appartement;2;83126
20069;9001;RES;LA COUPIANE;97.92;Appartement;4;83144
20070;49;CHE;DES MOUISSEQUES VC 154;52.8;Appartement;3;83126
20071;14;RUE;NUNGESSER;72.05;Appartement;4;83137
20072;706;AV;GENERAL BROSSET;24.08;Appartement;1;83098
20073;78;RUE;DES FRERES LUMIERE;53.72;Appartement;3;83126
20074;4;RUE;CHARLES GOUNOD;50.73;Appartement;3;83126
20075;18;AV;COLBERT;75.5;Appartement;1;83137
20076;162;RUE;LANGERON;27.09;Appartement;1;83137
20077;178;BD;DE PARIS;65.05;Appartement;3;83137
20078;2;RUE;MASSENA;56.15;Appartement;2;83137
20079;9001;RES;LES HAMEAUX DE LA GARONNE;100.65;Appartement;4;83098
20080;305;AV;ROSA LUXEMBURG;81.91;Appartement;4;83126
20081;57;BD;DU DOCTEUR CUNEO;63.89;Appartement;2;83137
20082;22;RUE;MAGNAQUE;63.08;Appartement;4;83137
20083;9001;RES;LA COUPIANE;74.89;Appartement;3;83144
20084;16;AV;DE LA MER;34.36;Appartement;2;83153
20085;453;AV;NOEL VERLAQUE;24.11;Appartement;2;83126
20086;1416;AV;HENRI GUILLAUME;17.9;Appartement;2;83126
20087;11C;CHE;DE REPENTANCE;21.62;Appartement;1;83129
20088;1628;AV;JOSEPH GASQUET;66.82;Appartement;4;83137
20089;51;RUE;MARIUS GIRAN;24.7;Appartement;1;83126
20090;9001;RES;LES RESTANQUES DU THOUAR;62.9;Appartement;3;83062
20091;175;BD;GRIGNAN;66.79;Appartement;4;83137
20092;100;ALL;DE LA PINEDE;30.65;Appartement;2;83129
20093;3;RUE;MAL DES LOGIS LORENZI;66.57;Appartement;4;83137
20094;70;RUE;MARC DELAGE;67.16;Appartement;4;83062
20095;17;BD;GALLIENI;104.94;Maison;5;94015
20096;9;RUE;D ANTRECHAUS;23.4;Appartement;1;83137
20097;36;RUE;JULY;46;Appartement;3;83137
20098;17;AV;EMILE BARLA;37.8;Appartement;2;83137
20099;196;RUE;DES SALAMANDRES;22.23;Appartement;1;83129
20100;169;RUE;DU PUISATIER;60.7;Appartement;2;83129
20101;55;ALL;DES PIGNONS;62.98;Appartement;3;83129
20102;9001;RES;LA COUPIANE;124.75;Appartement;6;83144
20103;141;PL;DES OURSINIERES;26.53;Appartement;1;83098
20105;1;RUE;LABORDE;22.04;Appartement;1;83137
20106;19B;RUE;VINCENT COURDOUAN;40.05;Appartement;1;83137
20107;50;RUE;GAMBETTA;68.91;Maison;3;14220
20108;1416;AV;HENRI GUILLAUME;25.23;Appartement;2;83126
20109;6913;IMP;GAMBETTA;92;Maison;5;22225
20110;130;TRA;DES GALETS;128.15;Appartement;4;83129
20111;50;CHE;GRAND CHRESTIAN;22.89;Appartement;1;83129
27526;284;AV;GENERAL GOURAUD;41.15;Appartement;2;83137
20113;65;ALL;DES EMBRUNS;31.02;Appartement;2;83129
20114;30;IMP;GEORGES MOINEAUX;30.03;Appartement;2;83137
20115;9003;AV;NOBEL;41.09;Appartement;2;83137
20116;627;BD;JEAN BAPTISTE ABEL;56.72;Appartement;2;83137
20117;110;RUE;MAISSIN;45.85;Appartement;2;83137
20118;3;ALL;DES CAPUCINES;17.97;Appartement;2;83129
20119;414;AV;HONORE D'ESTIENNE D'ORVES;62.65;Appartement;3;83144
20120;200;RUE;JEAN BARTOLINI;78.6;Appartement;4;83062
20121;125;AV;AUGUSTE PLANE;80;Appartement;3;83126
20122;26;CRS;GAMBETTA;63.65;Maison;3;33435
20123;9001;RES;LA PINEDE ST GEORGES;75;Appartement;4;83153
3755;36B;AV;GAMBETTA;65.3;Maison;3;60157
20125;76;RUE;VICTOR GELU PROLONGEE;78.15;Appartement;4;83137
4276;730;RUE;CURET BAS;36.87;Appartement;2;83129
20127;35;RUE;SUFFREN;104.04;Appartement;9;83137
20128;203;BD;ROBESPIERRE;94.83;Appartement;5;83137
20129;226;RUE;GENERAL MICHEL AUDEOUD;54.35;Appartement;3;83137
20130;78;RUE;DES FRERES LUMIERE;61.59;Appartement;4;83126
20132;41;RUE;PIERRE BORIES;19.98;Appartement;1;83137
20133;153;RUE;CHARLES LEJEUNE;67.15;Appartement;3;83137
20134;15;IMP;GAMBETTA;68.28;Maison;3;93046
20135;15;RUE;GAMBON;30.06;Maison;1;18033
20136;24;RUE;DES EUCALYPTUS;46.45;Appartement;2;83098
20137;14B;AV;DE LA MER;41.52;Appartement;2;83153
20138;12;AV;DOCTEUR MAZEN;47.14;Appartement;2;83126
7207;3;RUE;PAULIN GUERIN;123.2;Appartement;5;83137
20140;3;AV;GENERAL CARMILLE;62.75;Appartement;3;83126
13198;37;RUE;GARIBALDI;30.53;Maison;5;93070
20142;491;AV;ESTIENNE D ORVES;39.57;Appartement;2;83126
20143;;AV;DOCTEUR TREMOLIERES;78.99;Appartement;4;83144
20144;425D;AV;DE LA GRANDE MAISON;39.8;Appartement;2;83126
20145;519;COR;DE SOLVIOU;31.78;Appartement;2;83129
20146;8;QUAI;SATURNIN FABRE;73.55;Appartement;3;83126
20147;180;ALL;DE LA PINEDE;27.81;Appartement;2;83129
20148;88;CHE;DE LOMBARD;54.25;Appartement;2;83129
20149;3;CHE;DE RIGOUMEL;75.35;Appartement;5;83137
20150;218;VC;216 EVESCAT AU FORT CAIRE;69.78;Appartement;4;83126
25427;9;RUE;GARIBALDI;95;Maison;5;94078
4031;10;RUE;GEORGE SAND;47.35;Appartement;2;83137
20153;192;BD;MARECHAL JOFFRE;94.44;Appartement;5;83137
20154;22;AV;DE LA MER;42.47;Appartement;2;83153
20155;138;AV;GENERAL GOURAUD;73.99;Appartement;4;83137
25239;1;PL;SADI CARNOT;50.5;Appartement;3;83137
20159;19;RUE;ALEXANDRE VOLTA;61;Appartement;4;83137
20160;23;BD;DE STRASBOURG;167.45;Appartement;5;83137
20161;19;RUE;CHARLES PONCY;38.25;Appartement;2;83137
20162;5;RUE;PICOT;52;Appartement;2;83137
20163;21;AV;INFANTERIE DE MARINE;60.47;Appartement;3;83137
20165;84;RUE;MAISSIN;46.66;Appartement;3;83137
20166;1;RUE;CASTILLON;45.88;Appartement;3;83137
20167;23;RUE;CEZANNE;95.55;Appartement;4;83137
27243;8;RUE;GASTON BACHELARD;64.96;Maison;3;10387
20169;8;RUE;AUGUSTIN DAUMAS;31.6;Appartement;2;83137
20171;411;AV;JOSEPH RAYNAUD;47.38;Appartement;2;83129
20172;325;CC;119 DIT DU VIEUX REYNIER;34.3;Appartement;2;83126
20173;61;CHE;DE PLAISANCE;111.24;Appartement;4;83137
20174;36;RUE;PAUL ARENE;33.65;Appartement;1;83137
20175;13;BD;BAUCHIERE;37.15;Appartement;3;83137
20176;18;RUE;GASTON NAVAILLES;71;Maison;4;93050
20177;476;AV;ARISTIDE BRIAND;35.7;Appartement;1;83137
20178;34;RUE;VOLTAIRE;24.39;Appartement;1;83126
20179;35;AV;BENOIT MALON;37.1;Appartement;2;83137
20180;501;RUE;DE LA COLLINE;64.49;Appartement;3;83129
20181;8;RUE;COURBET;67.01;Appartement;3;83137
20183;164;CC;119 DIT DU VIEUX REYNIER;53.77;Appartement;3;83126
20184;10;RUE;LAMARTINE;23.11;Appartement;1;83137
20186;223;RUE;HECTOR BERLIOZ;55.45;Appartement;3;83126
20187;24;IMP;REGIMBAUD;67.5;Appartement;3;83137
20188;21;RUE;GAUTHIER 1ER;65.15;Maison;3;77333
20190;9;BD;JACQUARD;60.3;Appartement;3;83137
20191;414;AV;HONORE D'ESTIENNE D'ORVES;62.38;Appartement;3;83144
20192;425D;AV;DE LA GRANDE MAISON;22.69;Appartement;1;83126
25672;37;RUE;DU LOT LES SAGNARELLES IV;83.4;Appartement;4;83126
20194;500;AV;JOSEPH RAYNAUD;67.55;Appartement;4;83129
20195;58;AV;AMBROISE THOMAS;39.7;Appartement;2;83126
20196;64;RUE;DES ORANGERS;68.7;Appartement;4;83129
20197;200;CHE;DE PLAISANCE;74.19;Appartement;3;83137
20198;1133;RTE;ANC COMBATTANTS INDOCHINE;76.9;Appartement;4;83126
20200;10;RUE;JOSEPH FARNOUS;19.81;Appartement;1;83144
20201;422;AV;DU MARECHAL FOCH;67.9;Appartement;2;83137
20202;627;BD;JEAN BAPTISTE ABEL;85.49;Appartement;4;83137
20204;809;AV;JOSEPH LOUIS ORTOLAN;123.6;Appartement;4;83137
17243;9003;RUE;LAMARTINE;57.04;Appartement;3;83137
20206;677;RUE;DAVID;67.66;Appartement;3;83137
20207;57;IMP;GRANDVAL;47;Appartement;3;83137
20208;335;RUE;HECTOR BERLIOZ;54.31;Appartement;3;83098
20209;261;COR;DE LA COUDOULIERE;29.05;Appartement;2;83129
20210;197;RUE;DANIEL BERTHELOT;67.19;Appartement;4;83137
20211;22;RUE;GAY LUSSAC;87;Maison;5;91691
20212;126;AV;GREN D EMPIRE CH. CHABAUD;73.8;Appartement;3;83144
20213;58;AV;GAMBETTA;18.85;Appartement;2;83126
20214;43;RUE;EVENOS;24.61;Appartement;3;83126
20216;10;RUE;TAYLOR;40.22;Appartement;1;83126
20217;560;AV;DU MARECHAL FOCH;92.56;Appartement;5;83137
20218;257;RUE;PDT ROBERT SCHUMAN;78.41;Appartement;4;83137
20219;267;BD;DOCTEUR CHARLES BARNIER;130.62;Appartement;6;83137
20220;18;RUE;REVEL;198.83;Appartement;6;83137
20221;23;RUE;DU DOCTEUR BARROIS;19.68;Appartement;2;83137
20222;199;RUE;CURET BAS;47.43;Appartement;2;83129
20223;199;RUE;CURET BAS;49.78;Appartement;2;83129
20224;9001;CHE;DES MOUETTES;33.35;Appartement;2;83098
20225;1107;AV;DE LA PAIX;42.02;Appartement;2;83062
20227;17;RUE;D ALGER;45.37;Appartement;2;83137
21982;5001F;RUE;EUGENE AUGIAS;20.85;Appartement;1;83062
20229;18;RUE;GAY LUSSAC;34.96;Maison;2;94033
20230;78;RUE;DES FRERES LUMIERE;52.76;Appartement;3;83126
20231;11;RUE;ANATOLE FRANCE;19.59;Appartement;1;83137
20232;205;RUE;PDT ROBERT SCHUMAN;68.69;Appartement;3;83137
20233;158;BD;ETIENNE PEYRE;64.02;Appartement;4;83126
20234;9002;RUE;DU MONT DES EAUX;53.52;Appartement;3;83137
20235;51;RUE;VINCENT TRUC;54.5;Appartement;3;83098
20236;135;RUE;CHARLES BAUDELAIRE;32.47;Appartement;1;83126
20237;293;AV;DU DOCTEUR SCHWEITZER;57.42;Appartement;3;83144
20238;527;AV;GENERAL GOURAUD;38.54;Appartement;2;83137
20239;3;AV;DE LA MER;51.45;Appartement;3;83153
20241;9001;RUE;DU LOT LES SAGNARELLES II;95.65;Appartement;5;83126
20242;741;RUE;HENRI STE CLAIRE DEVILLE;57.51;Appartement;2;83137
20243;12;RUE;BERTHIER;33.59;Appartement;1;83137
20244;12;RUE;BERTHIER;34.92;Appartement;3;83137
20245;389;CHE;DE LOMBARD;50.93;Appartement;2;83129
27620;14;RUE;REVEREND PERE DE FOUCAULD;44.77;Appartement;2;83137
20247;2106;CC;DE LA SEYNE A BASTIAN;36.53;Appartement;2;83126
20248;57;RUE;DAILLON;72.72;Appartement;2;83137
20249;453;AV;NOEL VERLAQUE;24.42;Appartement;2;83126
20250;311;BD;GEORGES RICHARD;48.73;Appartement;3;83137
20251;10;RUE;LAMARTINE;18.89;Appartement;1;83137
20252;414;AV;HONORE D'ESTIENNE D'ORVES;91.1;Appartement;4;83144
20253;5;BD;EUGENE PELLETAN;57.44;Appartement;3;83137
20254;352;AV;DU VERGER;60.7;Appartement;3;83129
20255;164;BD;DE TESSE;68.69;Appartement;3;83137
20256;64;AV;DU HUIT MAI 1945;80.1;Appartement;4;83062
20257;949;AV;FRANCOIS NARDI;41.22;Appartement;2;83137
20258;28;RUE;CHEVALIER PAUL;50.73;Appartement;1;83137
20259;91;CHE;MOULIERES A CROIX DE PALUN;57.36;Appartement;3;83126
20260;656;CHE;DU JONQUET;59.5;Appartement;3;83137
20261;455;BD;DE CABRY;34.18;Appartement;2;83129
20262;595;CHE;DE REPENTANCE;21.7;Appartement;1;83129
20263;70;AV;GENERAL DE GAULLE;22.2;Maison;1;6032
20264;108;RUE;COULMIER;78.91;Appartement;4;83137
20265;186;RUE;GENERAL DE GAULLE;163.15;Maison;6;69027
20266;23;RUE;DU DOCTEUR BARROIS;43;Appartement;4;83137
20267;269;RUE;EDOUARD HERRIOT;26.8;Appartement;2;83137
20268;68;AV;GENERAL LECLERC;111.63;Maison;5;54395
20269;25;RUE;AMIRAL NOMY;96.4;Appartement;5;83137
20270;5;RUE;GENERAL FAIDHERBE;37;Appartement;2;83137
20271;93B;RUE;GENERAL MAURICE DAVID;60.25;Maison;5;83137
20272;35;RUE;LARMODIEU;46.67;Appartement;2;83137
20273;860;BD;DU FARON;113.25;Appartement;4;83137
20274;19;CHE;COLLINE GIRAUD;31.1;Appartement;1;83137
20275;15;RUE;GEORGE  SAND;88.99;Maison;4;44143
20276;9001;RUE;MARQUETAS;16.88;Appartement;1;83137
20277;15;RUE;DE POMET;20.21;Appartement;1;83137
20278;89;CHE;DE L ALMA;69.62;Appartement;4;83137
20279;91;RUE;FRANCOIS NOEL BABEUF;69.65;Appartement;2;83126
1324;2;AV;COLBERT;69.9;Appartement;3;83137
20281;22;BD;LEON BOURGEOIS;54.08;Appartement;2;83137
15078;138;RUE;DE MONET;43.1;Appartement;2;83129
20283;26;RUE;GIMELLI;97.5;Appartement;3;83137
20284;497;COR;MICHEL PACHA;20.71;Appartement;1;83126
11898;166;RUE;GEORGES LEYGUES;79.05;Appartement;4;83137
20286;12;RUE;SAINTE CHRISTINE;38.42;Appartement;2;83137
20287;42;RUE;DU ROI RENE;71.37;Appartement;4;83137
20139;53;AV;FREDERIC MISTRAL;37.7;Appartement;3;83126
20290;31;TRA;LACORDAIRE;27.52;Appartement;2;83137
20291;9002;RUE;VICTOR THOURON;79.65;Appartement;4;83137
10446;6;PL;GUSTAVE LAMBERT;41.8;Appartement;2;83137
20293;9001;RES;LES RESTANQUES DU THOUAR;63.47;Appartement;3;83062
20294;30;IMP;DU MAS DES ROCHERS;40.22;Appartement;2;83137
20295;6;RUE;D AUMALE;25.01;Appartement;1;83137
20296;5001;RUE;DEJUSSIEU PONTCARRAL;71.3;Appartement;4;83137
20297;9003;RUE;LAMARTINE;68.83;Appartement;4;83137
20298;13;RUE;MIRABEAU;81;Appartement;3;83137
20299;9100;AV;DE L ELYSEE;64.22;Appartement;3;83137
20300;621;COR;LITTORAL FREDERIC MISTRAL;50.58;Appartement;2;83137
20301;75;RUE;GASQUET;48.6;Appartement;2;83098
20302;52;BD;DU DOCTEUR CUNEO;17.98;Appartement;1;83137
20303;1;RUE;CASTILLON;44.92;Appartement;3;83137
20304;14;RUE;D ALSACE;47.8;Appartement;2;83126
20305;307;AV;DU PORT DE PLAISANCE;82.8;Appartement;4;83137
20306;1;AV;PIERRE DE COUBERTIN;64.84;Appartement;3;83070
20307;9500;RES;LE ST VINCENT;29.85;Appartement;2;83034
20308;271;BD;DES GRAVIERS;15.2;Appartement;1;83009
20309;15;AV;DES ILAIRES;30.59;Appartement;1;83070
20310;32;RUE;GEORGES APPAY;26.38;Maison;2;92073
20311;8;RUE;PIERRE BROSSOLETTE;56.15;Appartement;3;83130
20312;11;CHE;DU MARTINET;121.99;Appartement;4;83069
20313;9717;CHE;DE FOURNIGUE;43.14;Appartement;3;83016
20314;9;BD;MATIGNON;83.43;Appartement;3;83069
20315;6;RUE;EDOUARD BRANLY;76.03;Appartement;4;83069
20316;5;RUE;DES JARDINS;84.28;Appartement;2;83009
20317;9100;RES;LE GRAND SOLEIL;47.52;Appartement;2;83112
20318;9;RUE;GEORGES SIMENON;39.38;Appartement;1;83069
20319;14;RUE;DE LA REPUBLIQUE;28.93;Appartement;2;83009
20320;9100;RUE;VICTOR ROUGIER;48.51;Appartement;2;83016
20321;129;RUE;EUGENE BABOULENE;69.3;Appartement;3;83071
20322;71;CHE;DE L ESCOURCHE;37.6;Appartement;2;83009
20323;83;RUE;GEORGES CHARLES BURGER;71.45;Maison;4;91103
20324;76;RUE;ROBERT SCHUMANN;33.49;Appartement;2;83123
20325;83;RUE;FRANCOIS REBOUL;78.9;Appartement;4;83069
20326;31;AV;DE LA SABLIERE CAPTE;20.15;Appartement;1;83069
23395;11;PL;JEAN JAURES;52.04;Appartement;2;83027
20328;3;RES;PROVENCE PARC;27.91;Appartement;1;83112
20329;49;RUE;DU 18 JUIN 1940;55.6;Appartement;3;83123
20330;237;RTE;DE LA GARE;48.5;Appartement;1;83123
20331;6030;RUE;DU LOT LA BANETTE;72.5;Appartement;4;83112
20332;9;AV;GEORGES CLEMENCEAU;50.21;Appartement;2;83090
20333;9;RUE;EMILE FUNEL;73.41;Appartement;3;83130
20334;254;AV;DE LA MER;15.86;Appartement;1;83019
20335;378B;IMP;DE L AUBRE;92.68;Appartement;4;83123
20336;328;CHE;DE LA MARINE;60.77;Appartement;3;83123
20337;183;BD;DE PIERREPLANE;25.29;Appartement;1;83009
20338;6;RUE;EDOUARD BRANLY;90.05;Appartement;5;83069
20339;34;AV;FAUVETTES MT DES OISEAUX;33.64;Appartement;1;83069
22568;5564A;RES;LES HORIZONS;20.69;Appartement;1;83070
20341;730;AV;DE LA VALERANE;46.49;Appartement;3;83034
20342;22;AV;DU PORT;68.46;Appartement;3;83112
20343;68;RUE;DE LA REPUBLIQUE;73.54;Appartement;3;83130
20344;231;BD;JOSEPH AUDIFFREN;35.67;Appartement;2;83123
20345;5;AV;DES COMMANDOS D AFRIQUE;30.47;Appartement;1;83070
20346;325;RTE;DE LA BENOITE;87.49;Appartement;3;83034
20347;14;RUE;MICHELET;33.12;Appartement;1;83069
20349;2;RUE;VICTOR HUGO;29.11;Appartement;2;83054
20350;7;RUE;VOLTAIRE;21.68;Appartement;2;83009
20351;30;RUE;DU LOT LA BANETTE;65.87;Appartement;1;83112
20352;205;CHE;DU HAMEAU;19.37;Appartement;1;83034
20353;25;RUE;GEORGES CLEMENCEAU;92;Maison;4;27502
20354;151;BD;DE LA MER;45.41;Appartement;2;83009
20355;135;RUE;GEORGES CLEMENCEAU;76.12;Maison;4;33051
20356;1390;BD;DES GRAVIERS;30.99;Appartement;1;83009
20357;24;RUE;GAMBETTA;47.45;Appartement;2;83090
20359;35B;RUE;BOURGNEUF;72.31;Appartement;4;83069
20360;13;RUE;EUGENIE;66.64;Appartement;3;83069
20361;1541;RTE;DEPARTEMENTALE 559;64.47;Appartement;3;83112
20362;326;COR;DU SOLEIL;43.2;Appartement;1;83123
20363;330;AV;DE LA MER;16.23;Appartement;1;83019
20364;19;RUE;GEORGES CLEMENCEAU;75.6;Maison;4;77079
20365;231;AV;DU DEUXIEME SPAHIS;45.35;Appartement;2;83123
20366;26;BD;D ORIENT;90.09;Appartement;3;83069
20367;111;ALL;PRINCE EDOUARD;73.29;Appartement;4;83069
20368;5;BD;DE LA REPUBLIQUE;66.3;Appartement;3;83047
20369;4;PL;GEORGES CLEMENCEAU;114.73;Maison;5;80182
4694;122;AV;DE LA REPUBLIQUE;55.64;Appartement;3;83054
6890;20;RUE;NATIONALE;50.33;Appartement;3;83090
20373;120;RUE;DE L HIPPODROME;20.04;Appartement;1;83069
20374;11;RUE;DOCTEUR ZAMENHOF;53.52;Appartement;2;83069
20375;7;RUE;BOURGNEUF;15.75;Appartement;0;83069
20376;16;RUE;GEORGES CLEMENCEAU;48.9;Maison;2;85234
20377;5;RES;LES MAS DE LA MADRAGUE;35.74;Appartement;2;83112
20378;30;AV;DES ILES D OR;17.18;Appartement;1;83069
20379;1B;RUE;GEORGES CLOAREC;72.77;Maison;3;28348
20380;29;AV;AMBROISE THOMAS;24.24;Appartement;1;83069
16891;5;AV;MAL DE LATTRE DE TASSIGNY;27.21;Appartement;1;83069
20382;141;ALL;DES BOUGAINVILLIES;46.75;Appartement;2;83090
20383;26;AV;OLIVE HEIMBURGER;66.51;Appartement;3;83049
20384;10;AV;BEAU RIVAGE;46.76;Appartement;1;83034
20385;12;ALL;GEORGES MELIES;94.91;Maison;5;93063
19578;4;RUE;DE LA PRUD HOMIE;50.15;Appartement;2;83123
20387;4;ALL;DES CAMPANIERES;83.04;Appartement;4;83069
20388;7;RUE;DU MOULIN A HUILE;81.04;Appartement;2;83091
20389;48;AV;GAMBETTA;39.37;Appartement;2;83069
20390;25;CHE;DU ROSAIRE;23.7;Appartement;1;83123
20391;6B;FG;NOTRE DAME;47.3;Appartement;3;83130
20392;1388;BD;DES GRAVIERS;29.42;Appartement;1;83009
21343;484;CHE;DE LA MARINE;28.85;Appartement;2;83123
20394;195;RUE;DES ILES DU SOLEIL;32.07;Appartement;3;83071
20395;590;CHE;DES ROCHES;32.83;Appartement;2;83123
