CODDEP;CODCOM;COM;PTOT;Id_codedep_codecommune;Code postal;Id_region
34;255;Saint-Gély-du-Fesc;10462;34255;34980.0;8
34;270;Saint-Jean-de-Védas;11290;34270;34430.0;8
34;282;Saint-Paul-et-Valmalle;1267;34282;34570.0;8
34;288;Saint-Sériès;998;34288;34400.0;8
34;299;Sérignan;7662;34299;34410.0;8
34;301;Sète;44459;34301;34200.0;8
34;307;Sussargues;2859;34307;34160.0;8
34;324;Valras-Plage;4264;34324;34350.0;8
34;327;Vendargues;6507;34327;34740.0;8
34;329;Vendres;2804;34329;34350.0;8
34;332;Vias;5782;34332;34450.0;8
34;333;Vic-la-Gardiole;3401;34333;34110.0;8
34;337;Villeneuve-lès-Maguelone;10465;34337;34750.0;8
34;344;La Grande-Motte;8800;34344;34280.0;8
35;1;Acigné;6998;35001;35690.0;18
35;12;Bain-de-Bretagne;7479;35012;35470.0;18
35;23;Bédée;4490;35023;35137.0;18
35;24;Betton;12524;35024;35830.0;18
35;32;Bourgbarré;4577;35032;35230.0;18
35;33;Bourg-des-Comptes;3364;35033;35890.0;18
35;37;Bréal-sous-Montfort;6485;35037;35310.0;18
35;40;Breteil;3733;35040;35160.0;18
35;47;Bruz;19366;35047;35170.0;18
35;49;Cancale;5317;35049;35260.0;18
35;51;Cesson-Sévigné;17616;35051;35510.0;18
35;55;Chantepie;10469;35055;35135.0;18
35;57;La Chapelle-Bouëxic;1522;35057;35330.0;18
35;59;La Chapelle-des-Fougeretz;4778;35059;35520.0;18
35;66;Chartres-de-Bretagne;8291;35066;35131.0;18
35;68;Châteaubourg;7490;35068;35220.0;18
35;69;Châteaugiron;10546;35069;35410.0;18
35;76;Chavagne;4350;35076;35310.0;18
35;93;Dinard;10707;35093;35800.0;18
35;95;Dol-de-Bretagne;6070;35095;35120.0;18
35;96;Domagné;2438;35096;35113.0;18
35;122;La Gouesnière;1989;35122;35350.0;18
35;123;Goven;4411;35123;35580.0;18
35;125;La Guerche-de-Bretagne;4396;35125;35130.0;18
35;126;Guichen;8877;35126;35580.0;18
35;130;Hédé-Bazouges;2301;35130;35630.0;18
35;131;L'Hermitage;4710;35131;35590.0;18
35;135;Irodouër;2300;35135;35850.0;18
35;136;Janzé;8629;35136;35150.0;18
35;152;Liffré;8086;35152;35340.0;18
35;173;Melesse;7065;35173;35520.0;18
35;177;La Mézière;5092;35177;35520.0;18
35;179;Miniac-Morvan;4228;35179;35540.0;18
35;184;Montauban-de-Bretagne;6332;35184;35360.0;18
35;188;Montfort-sur-Meu;6899;35188;35160.0;18
35;195;Montreuil-sur-Ille;2425;35195;35440.0;18
35;196;Mordelles;7479;35196;35310.0;18
35;204;Nouvoitou;3340;35204;35410.0;18
35;206;Noyal-Châtillon-sur-Seiche;7130;35206;35230.0;18
35;208;Orgères;5276;35208;35230.0;18
35;210;Pacé;12189;35210;35740.0;18
35;216;Parthenay-de-Bretagne;1808;35216;35850.0;18
35;226;Pleugueneuc;1954;35226;35720.0;18
35;228;Pleurtuit;7106;35228;35730.0;18
35;231;Poligné;1226;35231;35320.0;18
35;236;Redon;10032;35236;35600.0;18
35;238;Rennes;224655;35238;35200.0;18
35;239;Retiers;4534;35239;35240.0;18
35;240;Le Rheu;9225;35240;35650.0;18
35;241;La Richardais;2488;35241;35780.0;18
35;247;Roz-sur-Couesnon;1010;35247;35610.0;18
35;250;Saint-Armel;2245;35250;35230.0;18
35;251;Saint-Aubin-d'Aubigné;3998;35251;35250.0;18
35;256;Saint-Briac-sur-Mer;2256;35256;35800.0;18
35;265;Saint-Domineuc;2611;35265;35190.0;18
35;278;Saint-Grégoire;10262;35278;35760.0;18
35;281;Saint-Jacques-de-la-Lande;14106;35281;35136.0;18
35;284;Saint-Jouan-des-Guérets;2754;35284;35430.0;18
35;287;Saint-Lunaire;2548;35287;35800.0;18
35;288;Saint-Malo;48141;35288;35400.0;18
35;297;Saint-Méen-le-Grand;4763;35297;35290.0;18
35;299;Saint-Méloir-des-Ondes;4435;35299;35350.0;18
35;326;Sens-de-Bretagne;2607;35326;35490.0;18
35;334;Thorigné-Fouillard;8786;35334;35235.0;18
35;347;Val-d'Izé;2637;35347;35450.0;18
35;352;Vern-sur-Seiche;8315;35352;35770.0;18
35;353;Vezin-le-Coquet;6227;35353;35132.0;18
35;360;Vitré;19040;35360;35500.0;18
35;362;Le Tronchet;1186;35362;35540.0;18
35;363;Pont-Péan;4519;35363;35131.0;18
36;44;Châteauroux;44662;36044;36000.0;17
36;46;La Châtre;4171;36046;36400.0;17
37;3;Amboise;12912;37003;37400.0;17
37;18;Ballan-Miré;8242;37018;37510.0;17
37;31;Bourgueil;3971;37031;37140.0;17
37;50;Chambray-lès-Tours;12142;37050;37170.0;17
37;109;Fondettes;10824;37109;37230.0;17
37;115;Descartes;3427;37115;37160.0;17
37;122;Joué-lès-Tours;38856;37122;37300.0;17
37;132;Loches;6735;37132;37600.0;17
37;151;La Membrolle-sur-Choisille;3362;37151;37390.0;17
37;156;Montlouis-sur-Loire;11017;37156;37270.0;17
37;172;Notre-Dame-d'Oé;4317;37172;37390.0;17
37;195;La Riche;10397;37195;37520.0;17
37;196;Richelieu;1682;37196;37120.0;17
37;203;Rochecorbon;3235;37203;37210.0;17
37;208;Saint-Avertin;15292;37208;37550.0;17
37;214;Saint-Cyr-sur-Loire;16834;37214;37540.0;17
37;233;Saint-Pierre-des-Corps;16217;37233;37700.0;17
37;261;Tours;139843;37261;37000.0;17
38;2;Les Adrets;1073;38002;38190.0;3
38;6;Allevard;4129;38006;38580.0;3
38;11;Anthon;1090;38011;38280.0;3
38;20;Auris;187;38020;38142.0;3
38;30;Beaucroissant;1770;38030;38140.0;3
38;40;Besse;142;38040;38142.0;3
38;45;Biviers;2423;38045;38330.0;3
38;52;Le Bourg-d'Oisans;3389;38052;38520.0;3
38;53;Bourgoin-Jallieu;29443;38053;38300.0;3
38;59;Brié-et-Angonnes;2587;38059;38320.0;3
38;61;La Buisse;3305;38061;38500.0;3
38;100;Le Cheylas;2571;38100;38570.0;3
38;111;Claix;8140;38111;38640.0;3
38;126;Corenc;4205;38126;38700.0;3
38;128;Corps;455;38128;38970.0;3
38;129;Corrençon-en-Vercors;377;38129;38250.0;3
38;140;Crolles;8549;38140;38920.0;3
38;150;Domène;6747;38150;38420.0;3
38;151;Échirolles;37144;38151;38130.0;3
38;158;Eybens;10099;38158;38320.0;3
38;163;Le Haut-Bréda;396;38163;38580.0;3
38;169;Fontaine;23445;38169;38600.0;3
38;170;Fontanil-Cornillon;3207;38170;38120.0;3
38;175;Froges;3451;38175;38190.0;3
38;179;Gières;7220;38179;38610.0;3
38;181;Goncelin;2512;38181;38570.0;3
38;185;Grenoble;160441;38185;38000.0;3
38;186;Gresse-en-Vercors;389;38186;38650.0;3
38;187;Le Gua;1821;38187;38450.0;3
38;191;Huez;1340;38191;38750.0;3
38;193;L'Isle-d'Abeau;16902;38193;38080.0;3
38;194;Izeaux;2172;38194;38140.0;3
38;205;Lans-en-Vercors;2795;38205;38250.0;3
38;225;Autrans-Méaudre en Vercors;3142;38225;38112.0;3
38;229;Meylan;18177;38229;38240.0;3
38;239;Moirans;7655;38239;38430.0;3
38;249;Montbonnot-Saint-Martin;6039;38249;38330.0;3
38;253;Les Deux Alpes;1965;38253;38860.0;3
38;279;Notre-Dame-de-Mésage;1143;38279;38220.0;3
38;309;Poisat;2154;38309;38320.0;3
38;314;Pontcharra;7519;38314;38530.0;3
38;316;Pont-de-Chéruy;6024;38316;38230.0;3
38;317;Le Pont-de-Claix;10792;38317;38800.0;3
38;337;Rives;6751;38337;38140.0;3
38;347;Roybon;1159;38347;38940.0;3
38;377;Saint-Clair-de-la-Tour;3515;38377;38110.0;3
38;382;Saint-Égrève;16164;38382;38120.0;3
38;383;Saint-Étienne-de-Crossey;2703;38383;38960.0;3
38;384;Saint-Étienne-de-Saint-Geoirs;3250;38384;38590.0;3
38;387;Saint-Geoirs;519;38387;38590.0;3
38;397;Saint-Ismier;7378;38397;38330.0;3
38;400;Saint-Jean-de-Moirans;3644;38400;38430.0;3
38;408;Saint-Just-Chaleyssin;2717;38408;38540.0;3
38;416;Saint-Marcellin;7945;38416;38160.0;3
38;421;Saint-Martin-d'Hères;38200;38421;38400.0;3
38;422;Saint-Martin-d'Uriage;5687;38422;38410.0;3
38;423;Saint-Martin-le-Vinoux;5942;38423;38950.0;3
38;431;Saint-Nazaire-les-Eymes;3050;38431;38330.0;3
38;439;Crêts en Belledonne;3427;38439;38830.0;3
38;442;Saint-Pierre-de-Chartreuse;988;38442;38380.0;3
38;474;Sassenage;11259;38474;38360.0;3
38;485;Seyssinet-Pariset;12033;38485;38170.0;3
38;501;Tencin;2151;38501;38570.0;3
38;503;La Terrasse;2637;38503;38660.0;3
38;516;La Tronche;6742;38516;38700.0;3
38;517;Tullins;7939;38517;38210.0;3
38;527;Vaujany;346;38527;38114.0;3
38;528;Vaulnaveys-le-Bas;1351;38528;38410.0;3
38;537;La Verpillière;7381;38537;38290.0;3
38;538;Le Versoud;4997;38538;38420.0;3
38;547;Villard-Bonnot;7354;38547;38190.0;3
38;548;Villard-de-Lans;4459;38548;38250.0;3
38;553;Villefontaine;19106;38553;38090.0;3
38;559;Vinay;4425;38559;38470.0;3
38;562;Vizille;7414;38562;38220.0;3
38;563;Voiron;20871;38563;38500.0;3
38;565;Voreppe;9648;38565;38340.0;3
38;567;Chamrousse;412;38567;38410.0;3
39;13;Arbois;3504;39013;39600.0;1
39;47;Bellefontaine;543;39047;39400.0;1
39;59;Bois-d'Amont;1684;39059;39220.0;1
39;97;Champagnole;8421;39097;39300.0;1
39;154;Clairvaux-les-Lacs;1478;39154;39130.0;1
39;198;Dole;24604;39198;39100.0;1
39;286;Lavans-lès-Saint-Claude;2460;39286;39170.0;1
39;300;Lons-le-Saunier;17999;39300;39000.0;1
39;333;Moirans-en-Montagne;2233;39333;39260.0;1
39;362;Montmorot;3413;39362;39570.0;1
39;368;Hauts de Bienne;5545;39368;39400.0;1
39;392;Offlanges;197;39392;39290.0;1
39;411;Perrigny;1561;39411;39570.0;1
39;434;Poligny;4365;39434;39800.0;1
39;441;Prémanon;1231;39441;39220.0;1
39;453;Ravilloles;465;39453;39170.0;1
39;470;Les Rousses;3730;39470;39220.0;1
39;478;Saint-Claude;9225;39478;39200.0;1
39;500;Salins-les-Bains;2700;39500;39110.0;1
39;501;Sampans;1212;39501;39100.0;1
39;510;Septmoncel les Molunes;824;39510;39310.0;1
39;526;Tavaux;4054;39526;39500.0;1
40;1;Aire-sur-l'Adour;6744;40001;40800.0;6
40;4;Angresse;2178;40004;40150.0;6
40;19;Aureilhan;1096;40019;40200.0;6
40;36;Bénesse-Maremne;3753;40036;40230.0;6
40;43;Bias;776;40043;40170.0;6
40;46;Biscarrosse;14292;40046;40600.0;6
40;65;Capbreton;9351;40065;40130.0;6
40;88;Dax;21684;40088;40100.0;6
40;119;Hagetmau;4764;40119;40700.0;6
40;133;Labenne;7002;40133;40530.0;6
40;150;Léon;1970;40150;40550.0;6
40;157;Lit-et-Mixe;1696;40157;40170.0;6
40;184;Mimizan;7420;40184;40200.0;6
40;187;Moliets-et-Maa;1201;40187;40660.0;6
40;192;Mont-de-Marsan;31220;40192;40000.0;6
40;195;Montgaillard;633;40195;40500.0;6
40;209;Ondres;5641;40209;40440.0;6
40;211;Orist;760;40211;40300.0;6
40;217;Parentis-en-Born;6900;40217;40160.0;6
40;224;Peyrehorade;3828;40224;40300.0;6
40;235;Poyanne;702;40235;40380.0;6
40;243;Rion-des-Landes;3065;40243;40370.0;6
40;261;Saint-Geours-de-Maremne;2801;40261;40230.0;6
40;266;Saint-Julien-en-Born;1717;40266;40170.0;6
40;272;Saint-Martin-de-Hinx;1664;40272;40390.0;6
40;273;Saint-Martin-de-Seignanx;5907;40273;40390.0;6
40;279;Saint-Paul-lès-Dax;13862;40279;40990.0;6
40;281;Saint-Pierre-du-Mont;10049;40281;40280.0;6
40;282;Saint-Sever;4986;40282;40500.0;6
40;283;Saint-Vincent-de-Paul;3532;40283;40990.0;6
40;284;Saint-Vincent-de-Tyrosse;7986;40284;40230.0;6
40;287;Sanguinet;4497;40287;40460.0;6
40;296;Seignosse;3971;40296;40510.0;6
40;304;Soorts-Hossegor;3566;40304;40150.0;6
40;310;Soustons;8434;40310;40140.0;6
40;312;Tarnos;12933;40312;40220.0;6
40;313;Tartas;3270;40313;40400.0;6
40;317;Tosse;3298;40317;40230.0;6
40;326;Vielle-Saint-Girons;1454;40326;40560.0;6
40;328;Vieux-Boucau-les-Bains;1636;40328;40480.0;6
41;18;Blois;47418;41018;41000.0;17
41;47;La Chaussée-Saint-Victor;4640;41047;41260.0;17
41;128;Marolles;732;41128;41330.0;17
41;151;Montrichard Val de Cher;3769;41151;41400.0;17
41;194;Romorantin-Lanthenay;18395;41194;41200.0;17
41;269;Vendôme;16498;41269;41100.0;17
41;276;Villebarou;2543;41276;41000.0;17
41;295;Vineuil;8303;41295;41350.0;17
42;5;Andrézieux-Bouthéon;10113;42005;42160.0;3
42;11;Balbigny;2896;42011;42510.0;3
42;19;Boën-sur-Lignon;3192;42019;42130.0;3
42;26;Briennon;1758;42026;42720.0;3
42;39;Chalmazel-Jeansagnière;459;42039;42920.0;3
42;44;Le Chambon-Feugerolles;12028;42044;42500.0;3
42;52;Charlieu;3789;42052;42190.0;3
42;56;Chavanay;2947;42056;42410.0;3
42;59;Chazelles-sur-Lyon;5522;42059;42140.0;3
42;71;Le Coteau;7059;42071;42120.0;3
42;92;L'Étrat;2748;42092;42580.0;3
42;93;Farnay;1399;42093;42320.0;3
42;94;Feurs;8448;42094;42110.0;3
42;95;Firminy;17089;42095;42700.0;3
42;97;La Fouillouse;4730;42097;42480.0;3
42;99;Fraisses;3786;42099;42490.0;3
42;103;La Grand-Croix;5213;42103;42320.0;3
42;110;L'Horme;4788;42110;42152.0;3
42;123;Lorette;4747;42123;42420.0;3
42;127;Mably;7771;42127;42300.0;3
42;147;Montbrison;16538;42147;42600.0;3
42;149;Montrond-les-Bains;5421;42149;42210.0;3
42;156;Neulise;1390;42156;42590.0;3
42;168;Pélussin;3838;42168;42410.0;3
42;170;Perreux;2290;42170;42120.0;3
42;180;Précieux;1134;42180;42600.0;3
42;183;La Ricamarie;7920;42183;42150.0;3
42;184;Riorges;11128;42184;42153.0;3
42;186;Rive-de-Gier;15099;42186;42800.0;3
42;187;Roanne;34547;42187;42300.0;3
42;189;Roche-la-Molière;9976;42189;42230.0;3
42;204;Saint-Bonnet-le-Château;1557;42204;42380.0;3
42;207;Saint-Chamond;35253;42207;42400.0;3
42;218;Saint-Étienne;175792;42218;42000.0;3
42;222;Saint-Galmier;5972;42222;42330.0;3
42;223;Saint-Genest-Lerpt;6193;42223;42530.0;3
42;225;Genilac;3970;42225;42800.0;3
42;232;Saint-Haon-le-Châtel;648;42232;42370.0;3
42;237;Saint-Jean-Bonnefonds;6684;42237;42650.0;3
42;242;Saint-Joseph;1957;42242;42800.0;3
42;248;Saint-Just-en-Chevalet;1168;42248;42430.0;3
42;256;Saint-Marcellin-en-Forez;5051;42256;42680.0;3
42;270;Saint-Paul-en-Cornillon;1388;42270;42240.0;3
42;271;Saint-Paul-en-Jarez;4876;42271;42740.0;3
42;275;Saint-Priest-en-Jarez;6201;42275;42270.0;3
42;279;Saint-Just-Saint-Rambert;15509;42279;42170.0;3
42;285;Saint-Romain-le-Puy;4154;42285;42610.0;3
42;299;Savigneux;3504;42299;42600.0;3
42;301;Soleymieux;697;42301;42560.0;3
42;302;Sorbiers;8041;42302;42290.0;3
42;305;La Talaudière;7076;42305;42350.0;3
42;316;Unieux;8498;42316;42240.0;3
42;323;Veauche;9078;42323;42340.0;3
42;330;Villars;8101;42330;42390.0;3
42;332;Villerest;5172;42332;42300.0;3
43;7;Araules;619;43007;43200.0;3
43;12;Aurec-sur-Loire;6225;43012;43110.0;3
43;25;Beauzac;3036;43025;43590.0;3
43;40;Brioude;6934;43040;43100.0;3
43;41;Brives-Charensac;4409;43041;43700.0;3
43;51;Le Chambon-sur-Lignon;2471;43051;43400.0;3
43;89;Espaly-Saint-Marcel;3667;43089;43000.0;3
43;112;Langeac;3566;43112;43300.0;3
43;153;Pont-Salomon;1932;43153;43330.0;3
43;157;Le Puy-en-Velay;20096;43157;43000.0;3
43;177;Saint-Didier-en-Velay;3503;43177;43140.0;3
43;205;Saint-Just-Malmont;4285;43205;43240.0;3
43;213;Saint-Pal-de-Mons;2345;43213;43620.0;3
43;224;Sainte-Sigolène;6090;43224;43600.0;3
43;236;La Séauve-sur-Semène;1500;43236;43140.0;3
43;262;Vieille-Brioude;1204;43262;43100.0;3
43;268;Yssingeaux;7703;43268;43200.0;3
44;2;Aigrefeuille-sur-Maine;4152;44002;44140.0;2
44;3;Ancenis-Saint-Géréon;11435;44003;44150.0;2
44;9;Basse-Goulaine;9377;44009;44115.0;2
44;10;Batz-sur-Mer;2896;44010;44740.0;2
44;12;La Bernerie-en-Retz;3093;44012;44760.0;2
44;13;Besné;3224;44013;44160.0;2
44;15;Blain;10128;44015;44130.0;2
44;18;Bouaye;8147;44018;44830.0;2
44;20;Bouguenais;20208;44020;44340.0;2
44;25;Campbon;4026;44025;44750.0;2
44;26;Carquefou;20831;44026;44470.0;2
44;32;La Chapelle-Heulin;3406;44032;44330.0;2
44;35;La Chapelle-sur-Erdre;19957;44035;44240.0;2
44;36;Châteaubriant;12528;44036;44110.0;2
44;43;Clisson;7676;44043;44190.0;2
44;47;Couëron;22584;44047;44220.0;2
44;49;Le Croisic;4174;44049;44490.0;2
44;52;Donges;8246;44052;44480.0;2
44;55;La Baule-Escoublac;16797;44055;44500.0;2
44;66;Grandchamps-des-Fontaines;6556;44066;44119.0;2
44;67;Guémené-Penfao;5315;44067;44290.0;2
44;69;Guérande;16687;44069;44350.0;2
44;70;La Haie-Fouassière;4802;44070;44690.0;2
44;74;Indre;4085;44074;44610.0;2
44;82;Ligné;5408;44082;44850.0;2
44;84;Le Loroux-Bottereau;8532;44084;44430.0;2
44;87;Machecoul-Saint-Même;7817;44087;44270.0;2
44;88;Maisdon-sur-Sèvre;3050;44088;44690.0;2
44;97;Mesquer;2084;44097;44420.0;2
44;98;Missillac;5466;44098;44780.0;2
44;101;La Montagne;6430;44101;44620.0;2
44;103;Montoir-de-Bretagne;7259;44103;44550.0;2
44;107;Mouzeil;1936;44107;44850.0;2
44;109;Nantes;323975;44109;44000.0;2
44;110;Nort-sur-Erdre;9276;44110;44390.0;2
44;114;Orvault;27908;44114;44700.0;2
44;116;Paimbœuf;3134;44116;44560.0;2
44;120;Le Pellerin;5408;44120;44640.0;2
44;125;Piriac-sur-Mer;2270;44125;44420.0;2
44;126;La Plaine-sur-Mer;4465;44126;44770.0;2
44;130;Pont-Saint-Martin;6557;44130;44860.0;2
44;131;Pornic;16297;44131;44210.0;2
44;132;Pornichet;11440;44132;44380.0;2
44;135;Le Pouliguen;4108;44135;44510.0;2
44;136;Préfailles;1264;44136;44770.0;2
44;143;Rezé;43710;44143;44400.0;2
44;144;Riaillé;2416;44144;44440.0;2
44;151;Saint-André-des-Eaux;6923;44151;44117.0;2
44;154;Saint-Brevin-les-Pins;14605;44154;44250.0;2
44;158;Saint-Étienne-de-Montluc;7708;44158;44360.0;2
44;162;Saint-Herblain;48135;44162;44800.0;2
44;169;Saint-Julien-de-Concelles;7498;44169;44450.0;2
44;172;Sainte-Luce-sur-Loire;15588;44172;44980.0;2
44;176;Saint-Malo-de-Guersac;3247;44176;44550.0;2
44;182;Saint-Michel-Chef-Chef;5322;44182;44730.0;2
44;183;Saint-Molf;2775;44183;44350.0;2
44;184;Saint-Nazaire;73139;44184;44600.0;2
44;185;Saint-Nicolas-de-Redon;3311;44185;44460.0;2
44;186;Sainte-Pazanne;7112;44186;44680.0;2
44;187;Saint-Père-en-Retz;4723;44187;44320.0;2
44;188;Saint-Philbert-de-Grand-Lieu;9270;44188;44310.0;2
44;189;Sainte-Reine-de-Bretagne;2431;44189;44160.0;2
44;190;Saint-Sébastien-sur-Loire;28169;44190;44230.0;2
44;194;Sautron;8644;44194;44880.0;2
44;195;Savenay;9250;44195;44260.0;2
44;198;Les Sorinières;8897;44198;44840.0;2
44;201;Sucé-sur-Erdre;7423;44201;44240.0;2
44;203;Le Temple-de-Bretagne;2045;44203;44360.0;2
44;204;Thouaré-sur-Loire;10661;44204;44470.0;2
44;209;Treillières;9863;44209;44119.0;2
44;210;Trignac;8064;44210;44570.0;2
44;211;La Turballe;4829;44211;44420.0;2
44;213;Loireauxence;7607;44213;44370.0;2
44;215;Vertou;26140;44215;44120.0;2
44;217;Vigneux-de-Bretagne;6305;44217;44360.0;2
45;4;Amilly;13823;45004;45200.0;17
45;6;Ardon;1120;45006;45160.0;17
45;28;Beaugency;7525;45028;45190.0;17
45;30;Beaune-la-Rolande;2150;45030;45340.0;17
45;46;Boulay-les-Barres;1071;45046;45140.0;17
45;53;Briare;5309;45053;45250.0;17
45;61;Cepoy;2472;45061;45120.0;17
45;68;Châlette-sur-Loing;12950;45068;45120.0;17
45;72;Chanteau;1596;45072;45400.0;17
45;75;La Chapelle-Saint-Mesmin;10398;45075;45380.0;17
45;82;Châteauneuf-sur-Loire;8330;45082;45110.0;17
45;89;Chécy;8827;45089;45430.0;17
45;146;La Ferté-Saint-Aubin;7564;45146;45240.0;17
45;147;Fleury-les-Aubrais;21276;45147;45400.0;17
45;155;Gien;13974;45155;45500.0;17
45;169;Ingré;9718;45169;45140.0;17
45;173;Jargeau;4725;45173;45150.0;17
45;179;Lailly-en-Val;3150;45179;45740.0;17
45;191;Le Malesherbois;8239;45191;45330.0;17
45;203;Meung-sur-Loire;6635;45203;45130.0;17
45;208;Montargis;15521;45208;45200.0;17
45;224;Neuville-aux-Bois;5024;45224;45170.0;17
45;232;Olivet;22867;45232;45160.0;17
45;234;Orléans;118632;45234;45000.0;17
45;248;Patay;2281;45248;45310.0;17
45;252;Pithiviers;9167;45252;45300.0;17
45;258;Puiseaux;3482;45258;45390.0;17
45;274;Saint-Denis-en-Val;7780;45274;45560.0;17
45;281;Saint-Hilaire-les-Andrésis;970;45281;45320.0;17
45;282;Saint-Hilaire-Saint-Mesmin;3156;45282;45160.0;17
45;284;Saint-Jean-de-Braye;21880;45284;45800.0;17
45;285;Saint-Jean-de-la-Ruelle;16678;45285;45140.0;17
45;286;Saint-Jean-le-Blanc;9303;45286;45650.0;17
45;298;Saint-Pryvé-Saint-Mesmin;6178;45298;45750.0;17
45;300;Sandillon;4214;45300;45640.0;17
45;302;Saran;16563;45302;45770.0;17
45;308;Semoy;3301;45308;45400.0;17
45;315;Sully-sur-Loire;5279;45315;45600.0;17
46;42;Cahors;20877;46042;46000.0;8
47;1;Agen;33464;47001;47000.0;6
47;4;Aiguillon;4562;47004;47190.0;6
47;31;Boé;5725;47031;47550.0;6
47;52;Casteljaloux;4574;47052;47700.0;6
47;55;Castelnaud-de-Gratecambe;523;47055;47290.0;6
47;69;Colayrac-Saint-Cirq;3162;47069;47450.0;6
47;106;Fumel;4854;47106;47500.0;6
47;128;Lafox;1145;47128;47240.0;6
47;145;Layrac;3742;47145;47390.0;6
47;157;Marmande;18008;47157;47200.0;6
47;175;Monflanquin;2383;47175;47150.0;6
47;195;Nérac;7344;47195;47600.0;6
47;201;Le Passage;9570;47201;47520.0;6
47;310;Tonneins;9355;47310;47400.0;6
47;323;Villeneuve-sur-Lot;22425;47323;47300.0;6
47;324;Villeréal;1315;47324;47210.0;6
48;9;Peyre en Aubrac;2373;48009;48130.0;8
48;27;Mont Lozère et Goulet;1088;48027;48190.0;8
48;80;Langogne;3080;48080;48300.0;8
48;92;Marvejols;4928;48092;48100.0;8
48;95;Mende;13147;48095;48000.0;8
48;96;Meyrueis;926;48096;48150.0;8
48;198;Villefort;560;48198;48800.0;8
49;7;Angers;158930;49007;49000.0;2
49;15;Avrillé;14800;49015;49240.0;2
49;23;Beaupréau-en-Mauges;24135;49023;49450.0;2
49;35;Bouchemaine;6915;49035;49080.0;2
49;50;Brissac Loire Aubance;11125;49050;49320.0;2
49;90;Cheffes;986;49090;49125.0;2
49;92;Chemillé-en-Anjou;21432;49092;49120.0;2
49;99;Cholet;55979;49099;49300.0;2
49;140;Fontevraud-l'Abbaye;1553;49140;49590.0;2
49;194;Mazé-Milon;6030;49194;49630.0;2
49;214;Montreuil-Juigné;7782;49214;49460.0;2
49;223;Mûrs-Erigné;5761;49223;49610.0;2
49;246;Les Ponts-de-Cé;13360;49246;49130.0;2
49;267;Saint-Barthélemy-d'Anjou;9438;49267;49124.0;2
49;278;Sainte-Gemmes-sur-Loire;3710;49278;49130.0;2
49;283;Saint-Georges-sur-Loire;3704;49283;49170.0;2
49;323;Verrières-en-Anjou;7817;49323;49480.0;2
49;328;Saumur;27449;49328;49400.0;2
49;331;Segré-en-Anjou Bleu;18295;49331;49500.0;2
49;343;La Tessoualle;3262;49343;49280.0;2
49;347;Tiercé;4505;49347;49125.0;2
49;353;Trélazé;15129;49353;49800.0;2
49;355;Trémentines;3141;49355;49340.0;2
49;377;Rives-du-Loir-en-Anjou;5745;49377;49140.0;2
50;2;Agneaux;4592;50002;50180.0;5
50;3;Agon-Coutainville;2891;50003;50230.0;5
50;25;Avranches;10819;50025;50300.0;5
50;31;Barneville-Carteret;2295;50031;50270.0;5
50;33;Baubigny;145;50033;50270.0;5
50;66;Jullouville;2446;50066;50610.0;5
50;74;Brécey;2285;50074;50370.0;5
50;99;Carentan-les-Marais;10233;50099;50500.0;5
50;129;Cherbourg-en-Cotentin;80912;50129;50100.0;5
50;147;Coutances;9581;50147;50200.0;5
50;165;Donville-les-Bains;3183;50165;50350.0;5
50;197;Gavray-sur-Sienne;1981;50197;50450.0;5
50;215;Gouville-sur-Mer;3317;50215;50560.0;5
50;218;Granville;13187;50218;50400.0;5
50;236;La Haye;4089;50236;50250.0;5
50;267;Lessay;2291;50267;50430.0;5
50;356;Moon-sur-Elle;824;50356;50680.0;5
50;391;Grandparigny;2735;50391;50600.0;5
50;394;Périers;2287;50394;50190.0;5
50;403;Pirou;1469;50403;50770.0;5
50;410;Pontorson;4396;50410;50170.0;5
50;412;Port-Bail-sur-Mer;2624;50412;50580.0;5
50;481;Saint-Germain-sur-Ay;918;50481;50430.0;5
50;484;Saint-Hilaire-du-Harcouët;6182;50484;50600.0;5
50;502;Saint-Lô;19963;50502;50000.0;5
50;562;Saint-Vaast-la-Hougue;1742;50562;50550.0;5
50;615;Valognes;7088;50615;50700.0;5
51;28;Avenay-Val-d'Or;1043;51028;51160.0;10
51;29;Avize;1914;51029;51190.0;10
51;30;Aÿ-Champagne;5395;51030;51160.0;10
51;55;Bétheny;7177;51055;51450.0;10
51;58;Bezannes;3048;51058;51430.0;10
51;65;Blacy;645;51065;51300.0;10
51;108;Châlons-en-Champagne;45625;51108;51000.0;10
51;152;Chigny-les-Roses;553;51152;51500.0;10
51;172;Cormontreuil;6550;51172;51350.0;10
51;196;Cramant;893;51196;51530.0;10
51;210;Dizy;1530;51210;51530.0;10
51;217;Dormans;2961;51217;51700.0;10
51;230;Épernay;22901;51230;51200.0;10
51;250;Fismes;5640;51250;51170.0;10
51;262;Frignicourt;1849;51262;51300.0;10
51;346;Mareuil-le-Port;1175;51346;51700.0;10
51;454;Reims;184114;51454;51100.0;10
51;474;Saint-Brice-Courcelles;3457;51474;51370.0;10
51;506;Saint-Memmie;5552;51506;51470.0;10
51;507;Sainte-Menehould;4281;51507;51800.0;10
51;536;Sillery;1835;51536;51500.0;10
51;573;Tinqueux;10433;51573;51430.0;10
51;643;Vinay;554;51643;51530.0;10
51;649;Vitry-le-François;11627;51649;51300.0;10
